plant,material,tool,work_center,work_center_full,cycle_time_min,material_status,routing_source,reason_code,revision
NW11,MAT-200133,T-70623-A,P01_NW11_nan,P01_NW11_nan,0.658,Active,legacy_tool_master,MISSING_WORK_CENTER,B
NW11,MAT-200137,T-70502-B,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.344,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200141,T-70281-B,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.703,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200142,T-70064-D,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.539,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200151,T-70223-C,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.62,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200152,T-70524-D,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.574,Phase-out,legacy_tool_master,COMPLETE,C
NW11,MAT-200155,T-70589-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.374,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200172,T-70411-D,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.602,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200173,T-70591-C,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.619,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200177,T-70252-B,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.463,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200198,T-70525-C,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.537,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200203,T-70616-C,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.434,Phase-out,legacy_tool_master,COMPLETE,C
NW11,MAT-200214,T-70633-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.814,Phase-out,legacy_tool_master,COMPLETE,A
NW11,MAT-200221,T-70472-C,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.571,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200235,T-70535-A,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.344,Phase-out,legacy_tool_master,COMPLETE,A
NW11,MAT-200237,T-70686-A,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.608,Phase-out,legacy_tool_master,COMPLETE,D
NW11,MAT-200241,T-70181-B,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.364,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200250,T-70565-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.76,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200251,T-70612-C,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.324,Phase-out,legacy_tool_master,COMPLETE,A
NW11,MAT-200253,T-70069-B,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.609,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200266,T-70223-C,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.513,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200268,T-70371-A,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.782,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200270,T-70422-A,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.813,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200274,T-70261-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.538,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200279,T-70320-C,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.587,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200286,T-70385-B,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.551,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200287,T-70649-D,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.823,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200295,T-70401-B,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.571,Phase-out,legacy_tool_master,COMPLETE,B
NW11,MAT-200301,T-70672-D,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.564,Phase-out,legacy_tool_master,COMPLETE,D
NW11,MAT-200315,T-70103-D,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.418,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200317,T-70528-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.597,Phase-out,legacy_tool_master,COMPLETE,D
NW11,MAT-200322,T-70414-C,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.759,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200323,T-70035-A,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.327,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200324,T-70368-A,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.859,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200327,T-70281-B,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.692,Phase-out,legacy_tool_master,COMPLETE,B
NW11,MAT-200339,T-70433-A,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.266,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200342,T-70057-D,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.872,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200350,T-70157-C,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.676,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200352,T-70157-C,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.633,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200354,T-70206-A,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.711,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200358,T-70215-D,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.595,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200359,T-70164-B,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.643,Phase-out,legacy_tool_master,COMPLETE,C
NW11,MAT-200363,T-70347-C,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.342,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200368,T-70537-D,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.532,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200372,T-70411-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.895,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200375,T-70181-B,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.743,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200376,T-70561-C,P01_NW11_nan,P01_NW11_nan,0.53,Active,legacy_tool_master,MISSING_WORK_CENTER,D
NW11,MAT-200388,T-70433-A,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.595,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200391,T-70065-C,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.515,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200404,T-70395-A,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.628,Phase-out,legacy_tool_master,COMPLETE,C
NW11,MAT-200411,T-70558-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.341,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200434,T-70233-C,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.525,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200441,T-70391-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.436,Phase-out,legacy_tool_master,COMPLETE,C
NW11,MAT-200447,T-70574-A,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.654,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200448,T-70021-D,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.505,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200460,T-70673-C,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.887,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200461,T-70486-B,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.723,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200465,T-70302-C,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.321,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200469,T-70310-C,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.546,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200472,T-70488-D,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.661,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200483,T-70603-C,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.379,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200491,T-70054-A,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.33,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200495,T-70569-C,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.599,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200510,T-70563-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.533,Phase-out,legacy_tool_master,COMPLETE,D
NW11,MAT-200516,T-70093-B,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.643,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200521,T-70026-A,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.418,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200523,T-70271-D,P01_NW11_nan,P01_NW11_nan,0.33,Active,legacy_tool_master,MISSING_WORK_CENTER,B
NW11,MAT-200526,T-70119-A,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.713,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200529,T-70360-A,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.364,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200533,T-70328-D,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.606,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200546,T-70659-C,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.717,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200555,T-70340-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.305,Phase-out,legacy_tool_master,COMPLETE,B
NW11,MAT-200576,T-70070-B,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.522,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200583,T-70268-C,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.618,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200584,T-70535-A,P01_NW11_nan,P01_NW11_nan,0.658,Active,legacy_tool_master,MISSING_WORK_CENTER,C
NW11,MAT-200586,T-70641-D,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.577,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200590,T-70505-C,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.844,Phase-out,legacy_tool_master,COMPLETE,A
NW11,MAT-200591,T-70070-B,P01_NW11_nan,P01_NW11_nan,0.647,Phase-out,legacy_tool_master,MISSING_WORK_CENTER,B
NW11,MAT-200592,T-70650-B,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.607,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200598,T-70164-B,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.784,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200600,T-70578-A,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.524,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200604,T-70316-A,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.765,Phase-out,legacy_tool_master,COMPLETE,A
NW11,MAT-200605,T-70331-A,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.638,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200606,T-70295-D,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.53,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200614,T-70183-C,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.8,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200625,T-70099-A,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.468,Phase-out,legacy_tool_master,COMPLETE,B
NW11,MAT-200628,T-70140-D,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.767,Phase-out,legacy_tool_master,COMPLETE,C
NW11,MAT-200629,T-70277-A,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.583,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200631,T-70182-A,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.542,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200633,T-70589-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.372,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200635,T-70476-C,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.321,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200636,T-70252-B,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.73,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200639,T-70377-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.66,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200640,T-70005-C,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.429,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200642,T-70234-B,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.494,Phase-out,legacy_tool_master,COMPLETE,A
NW11,MAT-200644,T-70512-B,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.823,Phase-out,legacy_tool_master,COMPLETE,A
NW11,MAT-200648,T-70690-B,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.521,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200653,T-70218-B,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.481,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200660,T-70065-C,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.613,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200665,T-70143-A,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.512,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200670,T-70101-A,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.691,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200674,T-70261-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.786,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200683,T-70232-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.273,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200686,T-70169-D,P01_NW11_nan,P01_NW11_nan,0.847,Phase-out,legacy_tool_master,MISSING_WORK_CENTER,B
NW11,MAT-200694,T-70315-A,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.792,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200698,T-70170-C,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.655,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200704,T-70672-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.584,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200708,T-70027-B,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.783,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200709,T-70515-A,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.504,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200714,T-70487-A,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.522,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200715,T-70548-A,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.373,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200720,T-70395-A,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.49,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200723,T-70411-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.352,Phase-out,legacy_tool_master,COMPLETE,B
NW11,MAT-200731,T-70441-A,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.412,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200732,T-70201-D,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.927,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200733,T-70351-D,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.721,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200738,T-70684-A,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.514,Phase-out,legacy_tool_master,COMPLETE,A
NW11,MAT-200739,T-70024-D,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.37,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200743,T-70166-B,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.623,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200751,T-70336-C,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.516,Phase-out,legacy_tool_master,COMPLETE,C
NW11,MAT-200761,T-70317-A,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.401,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200763,T-70420-C,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.305,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200770,T-70471-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.69,Phase-out,legacy_tool_master,COMPLETE,B
NW11,MAT-200772,T-70070-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.866,Phase-out,legacy_tool_master,COMPLETE,D
NW11,MAT-200778,T-70583-D,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.759,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200779,T-70206-A,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.265,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200782,T-70249-A,P01_NW11_nan,P01_NW11_nan,0.708,Active,legacy_tool_master,MISSING_WORK_CENTER,C
NW11,MAT-200784,T-70011-C,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.435,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200786,T-70242-A,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.715,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200797,T-70527-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.506,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200805,T-70355-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.676,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200812,T-70631-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.631,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200821,T-70241-A,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.675,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200823,T-70011-C,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.549,Phase-out,legacy_tool_master,COMPLETE,C
NW11,MAT-200827,T-70252-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.317,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200836,T-70323-A,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.72,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200843,T-70549-C,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.306,Phase-out,legacy_tool_master,COMPLETE,C
NW11,MAT-200846,T-70295-D,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.617,Active,legacy_tool_master,COMPLETE,D
NW11,MAT-200851,T-70697-C,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.297,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200855,T-70003-C,P01_NW11_PRESS_3,P01_NW11_PRESS_3,0.638,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200856,T-70499-D,P01_NW11_PRESS_2,P01_NW11_PRESS_2,0.651,Phase-out,legacy_tool_master,COMPLETE,A
NW11,MAT-200876,T-70538-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.864,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200877,T-70677-D,P01_NW11_PRESS_1,P01_NW11_PRESS_1,0.458,Active,legacy_tool_master,COMPLETE,B
NW11,MAT-200880,T-70312-B,P01_NW11_ASSY_1,P01_NW11_ASSY_1,0.685,Active,legacy_tool_master,COMPLETE,C
NW11,MAT-200888,T-70488-D,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.531,Active,legacy_tool_master,COMPLETE,A
NW11,MAT-200889,T-70521-A,P01_NW11_GRINDING_1,P01_NW11_GRINDING_1,0.463,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100002,T-70351-D,P01_NW12_GRINDING_1,P01_NW12_GRINDING_1,1.092,Active,legacy_tool_master,COMPLETE,C
NW12,MAT-100013,T-70590-A,P01_NW12_PRESS_3,P01_NW12_PRESS_3,1.218,Active,legacy_tool_master,COMPLETE,C
NW12,MAT-100015,T-70388-C,P01_NW12_GRINDING_1,P01_NW12_GRINDING_1,1.251,Active,legacy_tool_master,COMPLETE,D
NW12,MAT-100018,T-70537-D,P01_NW12_PRESS_3,P01_NW12_PRESS_3,1.181,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100020,T-70387-A,P01_NW12_PRESS_3,P01_NW12_PRESS_3,1.427,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100038,T-70574-A,P01_NW12_PRESS_2,P01_NW12_PRESS_2,1.33,Phase-out,legacy_tool_master,COMPLETE,C
NW12,MAT-100044,T-70625-A,P01_NW12_PRESS_2,P01_NW12_PRESS_2,1.463,Active,legacy_tool_master,COMPLETE,C
NW12,MAT-100045,T-70309-D,P01_NW12_PRESS_1,P01_NW12_PRESS_1,1.106,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100055,T-70178-D,P01_NW12_ASSY_1,P01_NW12_ASSY_1,1.934,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100065,T-70105-C,P01_NW12_PRESS_2,P01_NW12_PRESS_2,2.58,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100068,T-70315-A,P01_NW12_PRESS_1,P01_NW12_PRESS_1,1.16,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100069,T-70463-A,P01_NW12_PRESS_3,P01_NW12_PRESS_3,1.349,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100073,T-70545-A,P01_NW12_PRESS_3,P01_NW12_PRESS_3,1.18,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100076,T-70413-C,P01_NW12_PRESS_1,P01_NW12_PRESS_1,1.934,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100077,T-70141-C,P01_NW12_PRESS_3,P01_NW12_PRESS_3,2.693,Active,legacy_tool_master,COMPLETE,C
NW12,MAT-100094,T-70006-B,P01_NW12_PRESS_3,P01_NW12_PRESS_3,0.947,Active,legacy_tool_master,COMPLETE,D
NW12,MAT-100099,T-70286-C,P01_NW12_GRINDING_1,P01_NW12_GRINDING_1,1.256,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100100,T-70176-B,P01_NW12_PRESS_3,P01_NW12_PRESS_3,2.291,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100101,T-70483-C,P01_NW12_PRESS_2,P01_NW12_PRESS_2,2.386,Active,legacy_tool_master,COMPLETE,C
NW12,MAT-100109,T-70371-A,P01_NW12_PRESS_3,P01_NW12_PRESS_3,1.274,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100112,T-70151-D,P01_NW12_PRESS_2,P01_NW12_PRESS_2,1.984,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100117,T-70538-D,P01_NW12_PRESS_1,P01_NW12_PRESS_1,1.163,Phase-out,legacy_tool_master,COMPLETE,A
NW12,MAT-100119,T-70061-C,P01_NW12_ASSY_1,P01_NW12_ASSY_1,1.819,Phase-out,legacy_tool_master,COMPLETE,A
NW12,MAT-100121,T-70098-A,P01_NW12_PRESS_2,P01_NW12_PRESS_2,0.993,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100129,T-70557-B,P01_NW12_PRESS_3,P01_NW12_PRESS_3,0.923,Active,legacy_tool_master,COMPLETE,C
NW12,MAT-100136,T-70394-D,P01_NW12_PRESS_2,P01_NW12_PRESS_2,2.537,Active,legacy_tool_master,COMPLETE,C
NW12,MAT-100140,T-70193-B,P01_NW12_ASSY_1,P01_NW12_ASSY_1,0.986,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100142,T-70699-B,P01_NW12_PRESS_3,P01_NW12_PRESS_3,1.187,Phase-out,legacy_tool_master,COMPLETE,C
NW12,MAT-100146,T-70647-C,P01_NW12_PRESS_3,P01_NW12_PRESS_3,1.465,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100149,T-70421-C,P01_NW12_PRESS_2,P01_NW12_PRESS_2,2.26,Phase-out,legacy_tool_master,COMPLETE,B
NW12,MAT-100155,T-70129-A,P01_NW12_GRINDING_1,P01_NW12_GRINDING_1,1.742,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100164,T-70575-B,P01_NW12_PRESS_2,P01_NW12_PRESS_2,1.104,Phase-out,legacy_tool_master,COMPLETE,B
NW12,MAT-100168,T-70252-B,P01_NW12_ASSY_1,P01_NW12_ASSY_1,1.458,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100170,T-70147-A,P01_NW12_PRESS_2,P01_NW12_PRESS_2,1.356,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100176,T-70592-B,P01_NW12_ASSY_1,P01_NW12_ASSY_1,1.464,Active,legacy_tool_master,COMPLETE,C
NW12,MAT-100177,T-70266-D,P01_NW12_ASSY_1,P01_NW12_ASSY_1,1.069,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100180,T-70488-D,P01_NW12_GRINDING_1,P01_NW12_GRINDING_1,0.948,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100193,T-70388-C,P01_NW12_ASSY_1,P01_NW12_ASSY_1,1.102,Active,legacy_tool_master,COMPLETE,C
NW12,MAT-100205,T-70243-A,P01_NW12_PRESS_1,P01_NW12_PRESS_1,1.213,Active,legacy_tool_master,COMPLETE,C
NW12,MAT-100215,T-70195-C,P01_NW12_PRESS_1,P01_NW12_PRESS_1,1.478,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100219,T-70423-B,P01_NW12_ASSY_1,P01_NW12_ASSY_1,1.597,Phase-out,legacy_tool_master,COMPLETE,A
NW12,MAT-100232,T-70525-C,P01_NW12_GRINDING_1,P01_NW12_GRINDING_1,2.1,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100234,T-70688-A,P01_NW12_GRINDING_1,P01_NW12_GRINDING_1,1.378,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100250,T-70417-D,P01_NW12_PRESS_2,P01_NW12_PRESS_2,1.434,Active,legacy_tool_master,COMPLETE,C
NW12,MAT-100253,T-70212-C,P01_NW12_PRESS_3,P01_NW12_PRESS_3,1.442,Active,legacy_tool_master,COMPLETE,A
NW12,MAT-100259,T-70013-C,P01_NW12_PRESS_2,P01_NW12_PRESS_2,1.261,Phase-out,legacy_tool_master,COMPLETE,C
NW12,MAT-100263,T-70502-B,P01_NW12_PRESS_3,P01_NW12_PRESS_3,1.835,Active,legacy_tool_master,COMPLETE,B
NW12,MAT-100264,T-70110-D,P01_NW12_PRESS_2,P01_NW12_PRESS_2,1.066,Active,legacy_tool_master,COMPLETE,C
