plant,material,procurement_type,lead_time_days,order_policy_note,reason_code
NW13,MAT-200721,X,14.0,Mixed procurement,READY
NW13,MAT-200726,X,21.0,Mixed procurement,READY
NW13,MAT-200733,X,21.0,Mixed procurement,READY
NW13,MAT-200736,X,45.0,Mixed procurement,READY
NW13,MAT-200739,F,45.0,In-house production,READY
NW13,MAT-200740,X,60.0,Mixed procurement,READY
NW13,MAT-200741,F,35.0,In-house production,READY
NW13,MAT-200743,F,28.0,In-house production,READY
NW13,MAT-200756,E,60.0,External procurement,READY
NW13,MAT-200769,E,60.0,External procurement,READY
NW13,MAT-200783,X,28.0,Mixed procurement,READY
NW13,MAT-200784,X,35.0,Mixed procurement,READY
NW13,MAT-200785,F,28.0,In-house production,READY
NW13,MAT-200792,E,28.0,External procurement,READY
NW13,MAT-200817,E,14.0,External procurement,READY
NW13,MAT-200824,X,45.0,Mixed procurement,READY
NW13,MAT-200828,X,35.0,Mixed procurement,READY
NW13,MAT-200840,F,28.0,In-house production,READY
NW13,MAT-200846,F,21.0,In-house production,READY
NW13,MAT-200849,E,60.0,External procurement,READY
NW13,MAT-200857,F,21.0,In-house production,READY
NW13,MAT-200863,F,45.0,In-house production,READY
NW13,MAT-200865,X,45.0,Mixed procurement,READY
NW13,MAT-200866,E,45.0,External procurement,READY
NW13,MAT-200867,F,35.0,In-house production,READY
NW13,MAT-200868,E,21.0,External procurement,READY
NW13,MAT-200874,F,14.0,In-house production,READY
NW13,MAT-200875,F,45.0,In-house production,READY
NW13,MAT-200888,E,21.0,External procurement,READY
NW13,MAT-200890,E,21.0,External procurement,READY
NW13,MAT-200892,E,35.0,External procurement,READY
NW14,MAT-100001,F,60.0,In-house production,READY
NW14,MAT-100006,F,28.0,In-house production,READY
NW14,MAT-100018,X,21.0,Mixed procurement,READY
NW14,MAT-100019,X,45.0,Mixed procurement,READY
NW14,MAT-100029,X,14.0,Mixed procurement,READY
NW14,MAT-100031,X,60.0,Mixed procurement,READY
NW14,MAT-100034,E,45.0,External procurement,READY
NW14,MAT-100035,F,35.0,In-house production,READY
NW14,MAT-100038,F,14.0,In-house production,READY
NW14,MAT-100040,X,21.0,Mixed procurement,READY
NW14,MAT-100052,F,21.0,In-house production,READY
NW14,MAT-100053,X,35.0,Mixed procurement,READY
NW14,MAT-100057,F,21.0,In-house production,READY
NW14,MAT-100058,E,45.0,External procurement,READY
NW14,MAT-100062,F,14.0,In-house production,READY
NW14,MAT-100063,F,14.0,In-house production,READY
NW14,MAT-100065,E,21.0,External procurement,READY
NW14,MAT-100066,E,14.0,External procurement,READY
NW14,MAT-100068,X,45.0,Mixed procurement,READY
NW14,MAT-100072,E,21.0,External procurement,READY
NW14,MAT-100088,F,45.0,In-house production,READY
NW14,MAT-100090,F,60.0,In-house production,READY
NW14,MAT-100098,F,21.0,In-house production,READY
NW14,MAT-100103,F,60.0,In-house production,READY
NW14,MAT-100107,F,28.0,In-house production,READY
NW14,MAT-100114,F,28.0,In-house production,READY
NW14,MAT-100116,F,14.0,In-house production,READY
NW14,MAT-100120,E,35.0,External procurement,READY
NW14,MAT-100121,X,45.0,Mixed procurement,READY
NW14,MAT-100122,X,28.0,Mixed procurement,READY
NW14,MAT-100134,X,28.0,Mixed procurement,READY
NW14,MAT-100142,F,45.0,In-house production,READY
NW14,MAT-100148,E,21.0,External procurement,READY
NW14,MAT-100160,X,28.0,Mixed procurement,READY
NW14,MAT-100163,F,35.0,In-house production,READY
NW14,MAT-100173,X,28.0,Mixed procurement,READY
NW14,MAT-100176,F,21.0,In-house production,READY
NW14,MAT-100185,X,60.0,Mixed procurement,READY
NW14,MAT-100188,E,21.0,External procurement,READY
NW14,MAT-100211,E,45.0,External procurement,READY
NW14,MAT-100216,F,14.0,In-house production,READY
NW14,MAT-100232,X,21.0,Mixed procurement,READY
NW14,MAT-100236,E,21.0,External procurement,READY
NW14,MAT-100240,F,45.0,In-house production,READY
NW14,MAT-100241,E,45.0,External procurement,READY
NW14,MAT-100243,E,35.0,External procurement,READY
NW14,MAT-100244,F,35.0,In-house production,READY
NW14,MAT-100248,F,35.0,In-house production,READY
NW14,MAT-100271,F,60.0,In-house production,READY
NW14,MAT-100277,F,45.0,In-house production,READY
NW14,MAT-100278,X,35.0,Mixed procurement,READY
NW14,MAT-100281,E,14.0,External procurement,READY
NW14,MAT-100286,X,21.0,Mixed procurement,READY
NW14,MAT-100287,X,60.0,Mixed procurement,READY
NW14,MAT-100289,X,60.0,Mixed procurement,READY
NW14,MAT-100290,X,60.0,Mixed procurement,READY
NW14,MAT-100291,F,45.0,In-house production,READY
NW14,MAT-100298,E,14.0,External procurement,READY
NW14,MAT-100303,E,14.0,External procurement,READY
NW14,MAT-100305,X,14.0,Mixed procurement,READY
NW14,MAT-100321,E,28.0,External procurement,READY
NW14,MAT-100324,F,45.0,In-house production,READY
NW14,MAT-100325,E,28.0,External procurement,READY
NW14,MAT-100326,E,28.0,External procurement,READY
NW14,MAT-100331,X,60.0,Mixed procurement,READY
NW14,MAT-100334,E,35.0,External procurement,READY
NW14,MAT-100339,X,21.0,Mixed procurement,READY
NW14,MAT-100341,E,35.0,External procurement,READY
NW14,MAT-100342,X,14.0,Mixed procurement,READY
NW14,MAT-100344,X,14.0,Mixed procurement,READY
NW14,MAT-100349,F,21.0,In-house production,READY
NW14,MAT-100353,X,60.0,Mixed procurement,READY
NW14,MAT-100357,E,60.0,External procurement,READY
NW14,MAT-100359,X,45.0,Mixed procurement,READY
NW14,MAT-100360,F,28.0,In-house production,READY
NW14,MAT-100363,E,14.0,External procurement,READY
NW14,MAT-100366,X,14.0,Mixed procurement,READY
NW14,MAT-100369,X,35.0,Mixed procurement,READY
NW14,MAT-100378,X,35.0,Mixed procurement,READY
NW14,MAT-100379,F,60.0,In-house production,READY
NW14,MAT-100388,X,60.0,Mixed procurement,READY
NW14,MAT-100391,E,21.0,External procurement,READY
NW14,MAT-100393,X,28.0,Mixed procurement,READY
NW14,MAT-100395,X,14.0,Mixed procurement,READY
NW14,MAT-100396,F,45.0,In-house production,READY
NW14,MAT-100397,F,35.0,In-house production,READY
NW14,MAT-100399,F,14.0,In-house production,READY
NW14,MAT-100406,X,28.0,Mixed procurement,READY
NW14,MAT-100410,F,28.0,In-house production,READY
NW14,MAT-100419,X,14.0,Mixed procurement,READY
NW14,MAT-100420,F,21.0,In-house production,READY
NW14,MAT-100422,F,28.0,In-house production,READY
NW14,MAT-100425,F,14.0,In-house production,READY
NW14,MAT-100428,F,35.0,In-house production,READY
NW14,MAT-100431,X,60.0,Mixed procurement,READY
NW14,MAT-100434,F,28.0,In-house production,READY
NW14,MAT-100440,E,45.0,External procurement,READY
NW14,MAT-100441,F,60.0,In-house production,READY
NW14,MAT-100442,E,60.0,External procurement,READY
NW14,MAT-100446,E,45.0,External procurement,READY
NW14,MAT-100452,E,28.0,External procurement,READY
NW14,MAT-100453,X,60.0,Mixed procurement,READY
NW14,MAT-100456,F,28.0,In-house production,READY
NW14,MAT-100458,F,21.0,In-house production,READY
NW14,MAT-100473,F,14.0,In-house production,READY
NW14,MAT-100475,E,45.0,External procurement,READY
NW14,MAT-100477,E,28.0,External procurement,READY
NW14,MAT-100482,F,60.0,In-house production,READY
NW14,MAT-100483,E,60.0,External procurement,READY
NW14,MAT-100493,F,14.0,In-house production,READY
NW14,MAT-100505,X,35.0,Mixed procurement,READY
NW14,MAT-100506,X,45.0,Mixed procurement,READY
NW14,MAT-100511,X,21.0,Mixed procurement,READY
NW14,MAT-100512,F,28.0,In-house production,READY
NW14,MAT-100513,X,14.0,Mixed procurement,READY
NW14,MAT-100514,X,45.0,Mixed procurement,READY
NW14,MAT-100515,E,28.0,External procurement,READY
NW14,MAT-100518,X,14.0,Mixed procurement,READY
NW14,MAT-100520,E,28.0,External procurement,READY
NW14,MAT-100523,X,60.0,Mixed procurement,READY
NW14,MAT-100524,X,60.0,Mixed procurement,READY
NW14,MAT-100525,F,60.0,In-house production,READY
NW14,MAT-100530,X,21.0,Mixed procurement,READY
NW14,MAT-100533,X,60.0,Mixed procurement,READY
NW14,MAT-100544,X,21.0,Mixed procurement,READY
NW14,MAT-100549,X,21.0,Mixed procurement,READY
NW14,MAT-100558,X,45.0,Mixed procurement,READY
NW14,MAT-100560,F,60.0,In-house production,READY
NW14,MAT-100570,X,60.0,Mixed procurement,READY
NW14,MAT-100576,X,35.0,Mixed procurement,READY
NW14,MAT-100577,F,21.0,In-house production,READY
NW14,MAT-100583,E,35.0,External procurement,READY
NW14,MAT-100589,F,14.0,In-house production,READY
NW14,MAT-100596,X,14.0,Mixed procurement,READY
NW14,MAT-100600,X,45.0,Mixed procurement,READY
NW14,MAT-100602,F,35.0,In-house production,READY
NW14,MAT-100604,F,14.0,In-house production,READY
NW14,MAT-100606,F,28.0,In-house production,READY
NW14,MAT-100609,E,14.0,External procurement,READY
NW14,MAT-100611,E,14.0,External procurement,READY
NW14,MAT-100614,F,14.0,In-house production,READY
NW14,MAT-100616,F,14.0,In-house production,READY
NW14,MAT-100617,X,14.0,Mixed procurement,READY
NW14,MAT-100621,X,28.0,Mixed procurement,READY
NW14,MAT-100622,X,28.0,Mixed procurement,READY
NW14,MAT-100631,F,35.0,In-house production,READY
NW14,MAT-100634,X,60.0,Mixed procurement,READY
NW14,MAT-100636,X,45.0,Mixed procurement,READY
NW14,MAT-100641,X,14.0,Mixed procurement,READY
NW14,MAT-100651,X,28.0,Mixed procurement,READY
NW14,MAT-100654,F,35.0,In-house production,READY
NW14,MAT-100657,E,35.0,External procurement,READY
NW14,MAT-100660,E,35.0,External procurement,READY
NW14,MAT-100665,X,14.0,Mixed procurement,READY
NW14,MAT-100674,F,60.0,In-house production,READY
NW14,MAT-100678,E,35.0,External procurement,READY
NW14,MAT-100682,X,14.0,Mixed procurement,READY
NW14,MAT-100691,F,60.0,In-house production,READY
NW14,MAT-100693,X,14.0,Mixed procurement,READY
NW14,MAT-100716,E,14.0,External procurement,READY
NW14,MAT-100717,E,14.0,External procurement,READY
NW14,MAT-100721,E,21.0,External procurement,READY
NW14,MAT-100729,X,60.0,Mixed procurement,READY
NW14,MAT-100734,X,45.0,Mixed procurement,READY
NW14,MAT-100735,X,60.0,Mixed procurement,READY
NW14,MAT-100737,F,45.0,In-house production,READY
NW14,MAT-100745,F,45.0,In-house production,READY
NW14,MAT-100746,X,14.0,Mixed procurement,READY
NW14,MAT-100748,F,45.0,In-house production,READY
NW14,MAT-100750,X,28.0,Mixed procurement,READY
NW14,MAT-100752,X,45.0,Mixed procurement,READY
NW14,MAT-100753,F,45.0,In-house production,READY
NW14,MAT-100762,F,28.0,In-house production,READY
NW14,MAT-100769,F,45.0,In-house production,READY
NW14,MAT-100795,X,28.0,Mixed procurement,READY
NW14,MAT-100801,E,60.0,External procurement,READY
NW14,MAT-100804,X,14.0,Mixed procurement,READY
NW14,MAT-100818,E,14.0,External procurement,READY
NW14,MAT-100822,X,14.0,Mixed procurement,READY
NW14,MAT-100823,E,60.0,External procurement,READY
NW14,MAT-100825,E,35.0,External procurement,READY
NW14,MAT-100829,F,28.0,In-house production,READY
NW14,MAT-100837,F,28.0,In-house production,READY
NW14,MAT-100838,E,14.0,External procurement,READY
NW14,MAT-100839,F,60.0,In-house production,READY
NW14,MAT-100840,X,45.0,Mixed procurement,READY
NW14,MAT-100842,X,60.0,Mixed procurement,READY
NW14,MAT-100844,F,45.0,In-house production,READY
NW14,MAT-100847,F,35.0,In-house production,READY
NW14,MAT-100860,F,28.0,In-house production,READY
NW14,MAT-100861,E,60.0,External procurement,READY
NW14,MAT-100865,F,28.0,In-house production,READY
NW14,MAT-100866,F,14.0,In-house production,READY
NW14,MAT-100869,E,45.0,External procurement,READY
NW14,MAT-100874,X,45.0,Mixed procurement,READY
NW14,MAT-100875,F,21.0,In-house production,READY
NW14,MAT-100876,X,14.0,Mixed procurement,READY
NW14,MAT-100877,X,45.0,Mixed procurement,READY
NW14,MAT-100883,X,45.0,Mixed procurement,READY
NW14,MAT-100887,F,14.0,In-house production,READY
NW14,MAT-100888,E,28.0,External procurement,READY
NW14,MAT-100891,X,14.0,Mixed procurement,READY
NW14,MAT-100892,X,14.0,Mixed procurement,READY
NW14,MAT-100893,X,28.0,Mixed procurement,READY
NW14,MAT-100901,F,21.0,In-house production,READY
NW14,MAT-100905,X,21.0,Mixed procurement,READY
NW14,MAT-100907,X,21.0,Mixed procurement,READY
NW14,MAT-100912,X,60.0,Mixed procurement,READY
NW14,MAT-100917,F,60.0,In-house production,READY
NW14,MAT-100920,E,45.0,External procurement,READY
NW14,MAT-100922,F,60.0,In-house production,READY
NW14,MAT-100924,F,45.0,In-house production,READY
NW14,MAT-100937,E,35.0,External procurement,READY
NW14,MAT-100942,F,14.0,In-house production,READY
NW14,MAT-100946,X,60.0,Mixed procurement,READY
NW14,MAT-100948,X,21.0,Mixed procurement,READY
NW14,MAT-100950,F,14.0,In-house production,READY
NW14,MAT-100957,E,60.0,External procurement,READY
NW14,MAT-100968,E,14.0,External procurement,READY
NW14,MAT-100971,X,14.0,Mixed procurement,READY
NW14,MAT-100973,F,28.0,In-house production,READY
NW14,MAT-100978,F,60.0,In-house production,READY
NW14,MAT-100983,E,35.0,External procurement,READY
NW14,MAT-100985,X,45.0,Mixed procurement,READY
NW14,MAT-100995,X,35.0,Mixed procurement,READY
NW14,MAT-100996,F,28.0,In-house production,READY
NW14,MAT-101003,E,45.0,External procurement,READY
NW14,MAT-101009,X,60.0,Mixed procurement,READY
NW14,MAT-101013,E,28.0,External procurement,READY
NW14,MAT-101022,E,35.0,External procurement,READY
NW14,MAT-101026,F,60.0,In-house production,READY
NW14,MAT-101031,E,60.0,External procurement,READY
NW14,MAT-101039,F,60.0,In-house production,READY
NW14,MAT-101045,E,14.0,External procurement,READY
NW14,MAT-101047,E,35.0,External procurement,READY
NW14,MAT-101049,X,45.0,Mixed procurement,READY
NW14,MAT-101055,X,21.0,Mixed procurement,READY
NW14,MAT-101056,F,21.0,In-house production,READY
NW14,MAT-101065,F,45.0,In-house production,READY
NW14,MAT-101068,F,60.0,In-house production,READY
NW14,MAT-101082,E,21.0,External procurement,READY
NW14,MAT-101085,E,45.0,External procurement,READY
NW14,MAT-101088,X,21.0,Mixed procurement,READY
NW14,MAT-101098,X,28.0,Mixed procurement,READY
NW14,MAT-101102,E,45.0,External procurement,READY
NW14,MAT-101107,X,35.0,Mixed procurement,READY
NW14,MAT-101108,X,28.0,Mixed procurement,READY
NW14,MAT-101109,F,60.0,In-house production,READY
NW14,MAT-101114,X,14.0,Mixed procurement,READY
NW14,MAT-101115,E,14.0,External procurement,READY
NW14,MAT-101118,E,21.0,External procurement,READY
NW14,MAT-101137,X,14.0,Mixed procurement,READY
NW14,MAT-101141,E,21.0,External procurement,READY
NW14,MAT-101147,E,60.0,External procurement,READY
NW14,MAT-101148,X,45.0,Mixed procurement,READY
NW14,MAT-101157,E,35.0,External procurement,READY
NW14,MAT-101166,E,35.0,External procurement,READY
NW14,MAT-101170,X,35.0,Mixed procurement,READY
NW14,MAT-101172,X,28.0,Mixed procurement,READY
NW14,MAT-101183,F,28.0,In-house production,READY
NW14,MAT-101184,X,60.0,Mixed procurement,READY
NW14,MAT-101186,X,28.0,Mixed procurement,READY
NW14,MAT-101188,X,21.0,Mixed procurement,READY
NW14,MAT-101201,E,60.0,External procurement,READY
NW14,MAT-101203,F,35.0,In-house production,READY
NW14,MAT-101205,X,21.0,Mixed procurement,READY
NW14,MAT-101210,X,14.0,Mixed procurement,READY
NW14,MAT-101213,X,60.0,Mixed procurement,READY
NW14,MAT-101220,F,28.0,In-house production,READY
NW14,MAT-101228,X,45.0,Mixed procurement,READY
NW14,MAT-101234,E,28.0,External procurement,READY
NW14,MAT-101237,F,60.0,In-house production,READY
NW14,MAT-101239,X,45.0,Mixed procurement,READY
NW14,MAT-101244,X,45.0,Mixed procurement,READY
NW14,MAT-101247,X,35.0,Mixed procurement,READY
NW14,MAT-101249,E,45.0,External procurement,READY
NW14,MAT-101250,X,45.0,Mixed procurement,READY
NW14,MAT-101252,X,45.0,Mixed procurement,READY
NW14,MAT-101255,X,45.0,Mixed procurement,READY
NW14,MAT-101256,F,35.0,In-house production,READY
NW14,MAT-101264,X,60.0,Mixed procurement,READY
NW14,MAT-101268,F,28.0,In-house production,READY
NW14,MAT-101285,F,28.0,In-house production,READY
NW14,MAT-101291,F,28.0,In-house production,READY
NW14,MAT-101299,X,14.0,Mixed procurement,READY
NW14,MAT-101300,X,14.0,Mixed procurement,READY
NW14,MAT-101310,X,28.0,Mixed procurement,READY
NW14,MAT-101312,F,21.0,In-house production,READY
NW14,MAT-101313,X,14.0,Mixed procurement,READY
NW14,MAT-101314,F,14.0,In-house production,READY
NW14,MAT-101319,X,21.0,Mixed procurement,READY
NW14,MAT-101321,E,45.0,External procurement,READY
NW14,MAT-101324,X,35.0,Mixed procurement,READY
NW14,MAT-101328,E,35.0,External procurement,READY
NW14,MAT-101330,E,21.0,External procurement,READY
NW14,MAT-101332,E,28.0,External procurement,READY
NW14,MAT-101338,X,45.0,Mixed procurement,READY
NW14,MAT-101344,X,14.0,Mixed procurement,READY
NW14,MAT-101351,F,14.0,In-house production,READY
NW14,MAT-101353,X,28.0,Mixed procurement,READY
NW14,MAT-101358,E,45.0,External procurement,READY
NW14,MAT-101364,F,14.0,In-house production,READY
NW14,MAT-101370,X,28.0,Mixed procurement,READY
NW14,MAT-101372,X,35.0,Mixed procurement,READY
NW14,MAT-101381,F,28.0,In-house production,READY
NW14,MAT-101391,X,21.0,Mixed procurement,READY
NW14,MAT-101401,X,14.0,Mixed procurement,READY
NW14,MAT-101404,F,35.0,In-house production,READY
NW14,MAT-101407,E,21.0,External procurement,READY
NW14,MAT-101408,X,35.0,Mixed procurement,READY
NW14,MAT-101409,F,35.0,In-house production,READY
NW14,MAT-101414,X,21.0,Mixed procurement,READY
NW14,MAT-101418,X,21.0,Mixed procurement,READY
NW14,MAT-101421,X,45.0,Mixed procurement,READY
NW14,MAT-101424,F,35.0,In-house production,READY
NW14,MAT-101426,X,21.0,Mixed procurement,READY
NW14,MAT-101430,X,35.0,Mixed procurement,READY
NW14,MAT-101433,E,35.0,External procurement,READY
NW14,MAT-101445,F,28.0,In-house production,READY
NW14,MAT-101447,E,45.0,External procurement,READY
NW14,MAT-101450,E,35.0,External procurement,READY
NW14,MAT-101459,F,45.0,In-house production,READY
NW14,MAT-101463,E,35.0,External procurement,READY
NW14,MAT-101464,E,14.0,External procurement,READY
NW14,MAT-101467,E,14.0,External procurement,READY
NW14,MAT-101481,E,35.0,External procurement,READY
NW14,MAT-101483,F,60.0,In-house production,READY
NW14,MAT-101484,E,28.0,External procurement,READY
NW14,MAT-101486,X,45.0,Mixed procurement,READY
NW14,MAT-101487,E,21.0,External procurement,READY
NW14,MAT-101492,X,45.0,Mixed procurement,READY
NW14,MAT-101494,F,60.0,In-house production,READY
NW14,MAT-200009,X,28.0,Mixed procurement,READY
NW14,MAT-200040,E,28.0,External procurement,READY
NW14,MAT-200041,E,28.0,External procurement,READY
NW14,MAT-200050,E,45.0,External procurement,READY
NW14,MAT-200053,F,60.0,In-house production,READY
NW14,MAT-200057,X,35.0,Mixed procurement,READY
NW14,MAT-200058,E,45.0,External procurement,READY
NW14,MAT-200060,X,21.0,Mixed procurement,READY
NW14,MAT-200063,F,28.0,In-house production,READY
NW14,MAT-200065,E,14.0,External procurement,READY
NW14,MAT-200067,E,28.0,External procurement,READY
NW14,MAT-200068,F,21.0,In-house production,READY
NW14,MAT-200071,E,35.0,External procurement,READY
NW14,MAT-200078,E,14.0,External procurement,READY
NW14,MAT-200079,F,21.0,In-house production,READY
NW14,MAT-200083,E,21.0,External procurement,READY
NW14,MAT-200090,X,21.0,Mixed procurement,READY
NW14,MAT-200093,X,14.0,Mixed procurement,READY
NW14,MAT-200098,X,21.0,Mixed procurement,READY
NW14,MAT-200102,X,14.0,Mixed procurement,READY
NW14,MAT-200115,X,35.0,Mixed procurement,READY
NW14,MAT-200116,F,60.0,In-house production,READY
NW14,MAT-200117,E,45.0,External procurement,READY
NW14,MAT-200125,F,60.0,In-house production,READY
NW14,MAT-200126,F,60.0,In-house production,READY
NW14,MAT-200132,X,14.0,Mixed procurement,READY
NW14,MAT-200133,X,45.0,Mixed procurement,READY
NW14,MAT-200134,E,28.0,External procurement,READY
NW14,MAT-200139,E,28.0,External procurement,READY
NW14,MAT-200140,F,14.0,In-house production,READY
NW14,MAT-200141,F,35.0,In-house production,READY
NW14,MAT-200146,E,60.0,External procurement,READY
NW14,MAT-200153,F,60.0,In-house production,READY
NW14,MAT-200154,F,60.0,In-house production,READY
NW14,MAT-200155,F,21.0,In-house production,READY
NW14,MAT-200160,E,21.0,External procurement,READY
NW14,MAT-200161,X,45.0,Mixed procurement,READY
NW14,MAT-200163,F,45.0,In-house production,READY
NW14,MAT-200167,F,60.0,In-house production,READY
NW14,MAT-200168,F,14.0,In-house production,READY
NW14,MAT-200178,E,21.0,External procurement,READY
NW14,MAT-200179,F,60.0,In-house production,READY
NW14,MAT-200192,F,35.0,In-house production,READY
NW14,MAT-200194,E,35.0,External procurement,READY
NW14,MAT-200201,E,60.0,External procurement,READY
NW14,MAT-200211,F,14.0,In-house production,READY
NW14,MAT-200212,F,45.0,In-house production,READY
NW14,MAT-200215,E,28.0,External procurement,READY
NW14,MAT-200221,X,45.0,Mixed procurement,READY
NW14,MAT-200222,E,45.0,External procurement,READY
NW14,MAT-200225,F,28.0,In-house production,READY
NW14,MAT-200227,X,45.0,Mixed procurement,READY
NW14,MAT-200230,X,35.0,Mixed procurement,READY
NW14,MAT-200233,X,14.0,Mixed procurement,READY
NW14,MAT-200242,X,14.0,Mixed procurement,READY
NW14,MAT-200243,E,35.0,External procurement,READY
NW14,MAT-200247,F,21.0,In-house production,READY
NW14,MAT-200250,F,14.0,In-house production,READY
NW14,MAT-200252,E,21.0,External procurement,READY
NW14,MAT-200254,E,60.0,External procurement,READY
NW14,MAT-200263,F,28.0,In-house production,READY
NW14,MAT-200267,F,28.0,In-house production,READY
NW14,MAT-200269,X,14.0,Mixed procurement,READY
NW14,MAT-200272,E,21.0,External procurement,READY
NW14,MAT-200273,E,14.0,External procurement,READY
NW14,MAT-200276,E,28.0,External procurement,READY
NW14,MAT-200278,E,45.0,External procurement,READY
NW14,MAT-200282,X,35.0,Mixed procurement,READY
NW14,MAT-200291,F,35.0,In-house production,READY
NW14,MAT-200292,E,14.0,External procurement,READY
NW14,MAT-200301,E,60.0,External procurement,READY
NW14,MAT-200303,X,35.0,Mixed procurement,READY
NW14,MAT-200308,E,14.0,External procurement,READY
NW14,MAT-200318,X,28.0,Mixed procurement,READY
NW14,MAT-200324,E,35.0,External procurement,READY
NW14,MAT-200327,X,45.0,Mixed procurement,READY
NW14,MAT-200329,E,60.0,External procurement,READY
NW14,MAT-200343,X,35.0,Mixed procurement,READY
NW14,MAT-200347,X,28.0,Mixed procurement,READY
NW14,MAT-200356,X,45.0,Mixed procurement,READY
NW14,MAT-200359,E,21.0,External procurement,READY
NW14,MAT-200366,F,60.0,In-house production,READY
NW14,MAT-200370,X,28.0,Mixed procurement,READY
NW14,MAT-200372,E,60.0,External procurement,READY
NW14,MAT-200374,X,60.0,Mixed procurement,READY
NW14,MAT-200382,F,60.0,In-house production,READY
NW14,MAT-200385,E,60.0,External procurement,READY
NW14,MAT-200388,E,14.0,External procurement,READY
NW14,MAT-200389,F,14.0,In-house production,READY
NW14,MAT-200392,X,35.0,Mixed procurement,READY
NW14,MAT-200397,F,28.0,In-house production,READY
NW14,MAT-200409,E,21.0,External procurement,READY
NW14,MAT-200413,X,45.0,Mixed procurement,READY
NW14,MAT-200414,F,21.0,In-house production,READY
NW14,MAT-200423,F,14.0,In-house production,READY
NW14,MAT-200424,X,14.0,Mixed procurement,READY
NW14,MAT-200427,F,45.0,In-house production,READY
NW14,MAT-200430,X,21.0,Mixed procurement,READY
NW14,MAT-200432,X,14.0,Mixed procurement,READY
NW14,MAT-200437,E,60.0,External procurement,READY
NW14,MAT-200439,X,45.0,Mixed procurement,READY
NW14,MAT-200454,E,45.0,External procurement,READY
NW14,MAT-200456,E,60.0,External procurement,READY
NW14,MAT-200458,F,60.0,In-house production,READY
NW14,MAT-200460,E,60.0,External procurement,READY
NW14,MAT-200461,F,28.0,In-house production,READY
NW14,MAT-200462,X,60.0,Mixed procurement,READY
NW14,MAT-200470,E,21.0,External procurement,READY
NW14,MAT-200478,X,35.0,Mixed procurement,READY
NW14,MAT-200481,F,60.0,In-house production,READY
NW14,MAT-200490,E,60.0,External procurement,READY
NW14,MAT-200496,F,28.0,In-house production,READY
NW14,MAT-200505,E,45.0,External procurement,READY
NW14,MAT-200517,E,14.0,External procurement,READY
NW14,MAT-200519,X,35.0,Mixed procurement,READY
NW14,MAT-200521,E,21.0,External procurement,READY
NW14,MAT-200531,X,21.0,Mixed procurement,READY
NW14,MAT-200533,F,14.0,In-house production,READY
NW14,MAT-200534,E,60.0,External procurement,READY
NW14,MAT-200541,F,14.0,In-house production,READY
NW14,MAT-200542,X,28.0,Mixed procurement,READY
NW14,MAT-200543,F,28.0,In-house production,READY
NW14,MAT-200546,E,14.0,External procurement,READY
NW14,MAT-200553,X,45.0,Mixed procurement,READY
NW14,MAT-200554,F,60.0,In-house production,READY
NW14,MAT-200557,E,14.0,External procurement,READY
NW14,MAT-200566,E,28.0,External procurement,READY
NW14,MAT-200570,X,45.0,Mixed procurement,READY
NW14,MAT-200572,E,28.0,External procurement,READY
NW14,MAT-200573,X,60.0,Mixed procurement,READY
NW14,MAT-200583,X,45.0,Mixed procurement,READY
NW14,MAT-200596,F,45.0,In-house production,READY
NW14,MAT-200604,E,45.0,External procurement,READY
NW14,MAT-200607,X,45.0,Mixed procurement,READY
NW14,MAT-200609,F,28.0,In-house production,READY
NW14,MAT-200617,F,14.0,In-house production,READY
NW14,MAT-200623,X,28.0,Mixed procurement,READY
NW14,MAT-200626,X,28.0,Mixed procurement,READY
NW14,MAT-200629,X,35.0,Mixed procurement,READY
NW14,MAT-200638,F,28.0,In-house production,READY
NW14,MAT-200643,X,45.0,Mixed procurement,READY
NW14,MAT-200645,X,28.0,Mixed procurement,READY
NW14,MAT-200653,X,35.0,Mixed procurement,READY
NW14,MAT-200679,E,35.0,External procurement,READY
NW14,MAT-200685,F,14.0,In-house production,READY
NW14,MAT-200687,F,21.0,In-house production,READY
NW14,MAT-200691,X,28.0,Mixed procurement,READY
NW14,MAT-200694,E,60.0,External procurement,READY
NW14,MAT-200696,F,60.0,In-house production,READY
NW14,MAT-200704,X,28.0,Mixed procurement,READY
NW14,MAT-200711,X,28.0,Mixed procurement,READY
NW14,MAT-200714,X,60.0,Mixed procurement,READY
NW14,MAT-200720,F,60.0,In-house production,READY
NW14,MAT-200723,E,60.0,External procurement,READY
NW14,MAT-200727,F,14.0,In-house production,READY
NW14,MAT-200728,F,14.0,In-house production,READY
NW14,MAT-200734,E,28.0,External procurement,READY
NW14,MAT-200737,X,28.0,Mixed procurement,READY
NW14,MAT-200740,F,14.0,In-house production,READY
NW14,MAT-200749,F,28.0,In-house production,READY
NW14,MAT-200756,X,21.0,Mixed procurement,READY
NW14,MAT-200757,X,28.0,Mixed procurement,READY
NW14,MAT-200759,X,60.0,Mixed procurement,READY
NW14,MAT-200771,E,21.0,External procurement,READY
NW14,MAT-200781,F,60.0,In-house production,READY
NW14,MAT-200795,X,14.0,Mixed procurement,READY
NW14,MAT-200797,E,45.0,External procurement,READY
NW14,MAT-200799,E,21.0,External procurement,READY
NW14,MAT-200802,X,21.0,Mixed procurement,READY
NW14,MAT-200816,E,21.0,External procurement,READY
NW14,MAT-200817,F,60.0,In-house production,READY
