plant,header_material,component_material,qty_per,qty_per_effective,lead_time_weeks,comp_class,component_description,bom_status,reason_code
P01_NW11_Northwind Levant,MAT-100873,RM-COIL-TI,5.474,5.863,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100874,RM-COIL-AL,5.345,5.635,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-100874,RM-COIL-TI,5.363,5.76,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100875,RM-COIL-TI,11.12,11.613,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100883,RM-COIL-SS316,9.669,10.127,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100888,RM-COIL-HC276,8.224,8.648,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100892,RM-COIL-TI,10.551,10.805,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100892,RM-COIL-AL,7.161,7.571,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-100894,RM-COIL-SS304,7.955,8.236,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100895,RM-COIL-SS316,8.965,9.428,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100911,RM-COIL-TI,10.555,11.013,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100912,RM-COIL-AL,5.166,5.354,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-100914,RM-COIL-AL,3.942,4.101,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-100915,RM-COIL-SS304,5.404,5.694,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100915,RM-COIL-HC276,6.591,7.087,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100918,RM-COIL-SS304,7.329,7.616,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100918,RM-COIL-TI,6.525,6.854,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100919,RM-COIL-SS316,8.427,8.724,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100930,RM-COIL-AL,6.558,7.009,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-100934,RM-COIL-NI,6.914,7.164,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-100939,RM-COIL-SS316,6.755,6.925,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100944,RM-COIL-HC276,8.612,9.012,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100945,RM-COIL-HC276,7.141,7.524,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100945,RM-COIL-AL,5.729,6.037,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-100949,RM-COIL-AL,4.459,4.607,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-100950,RM-COIL-HC276,9.265,9.99,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100950,RM-COIL-AL,5.166,5.338,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-100951,RM-COIL-HC276,9.274,9.687,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100951,RM-COIL-SS304,6.821,7.412,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100952,RM-COIL-AL,7.411,7.837,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-100954,RM-COIL-SS316,8.533,9.008,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100957,RM-COIL-NI,5.588,5.971,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-100958,RM-COIL-AL,5.3,5.72,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-100960,RM-COIL-AL,5.692,5.945,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-100965,RM-COIL-TI,8.707,9.452,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100965,RM-COIL-HC276,16.247,17.287,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100967,RM-COIL-HC276,8.334,8.909,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100967,RM-COIL-SS316,8.014,8.272,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-100983,RM-COIL-SS304,10.478,11.275,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100995,RM-COIL-TI,10.055,10.553,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-100997,RM-COIL-HC276,6.674,7.084,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101007,RM-COIL-AL,9.101,9.571,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101016,RM-COIL-AL,4.731,5.0,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101016,RM-COIL-SS304,6.004,6.275,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101029,RM-COIL-TI,5.205,5.581,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101032,RM-COIL-SS316,8.268,8.786,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101033,RM-COIL-NI,6.51,6.974,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101050,RM-COIL-SS304,9.989,10.501,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101062,RM-COIL-TI,6.55,6.801,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101072,RM-COIL-AL,9.871,10.339,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101072,RM-COIL-HC276,15.47,16.44,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101076,RM-COIL-SS316,6.918,7.337,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101084,RM-COIL-HC276,16.681,17.643,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101085,RM-COIL-HC276,16.358,17.186,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101096,RM-COIL-SS304,9.69,10.19,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101098,RM-COIL-TI,6.432,6.949,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101104,RM-COIL-AL,5.57,5.89,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101106,RM-COIL-TI,4.965,5.276,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101114,RM-COIL-NI,5.226,5.51,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101115,RM-COIL-AL,8.374,9.072,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101124,RM-COIL-SS304,6.546,6.822,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101144,RM-COIL-TI,10.04,10.477,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101147,RM-COIL-SS316,9.206,9.558,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101147,RM-COIL-NI,9.284,9.649,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101161,RM-COIL-AL,4.916,5.189,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101164,RM-COIL-TI,5.182,5.417,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101166,RM-COIL-TI,5.372,5.632,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101167,RM-COIL-NI,5.184,5.419,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101168,RM-COIL-TI,11.259,12.129,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101170,RM-COIL-TI,6.856,7.379,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101182,RM-COIL-AL,5.579,5.895,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101190,RM-COIL-NI,5.131,5.333,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101193,RM-COIL-NI,12.328,13.105,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101196,RM-COIL-SS304,7.416,7.625,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101197,RM-COIL-AL,4.742,4.909,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101203,RM-COIL-SS304,5.504,5.814,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101205,RM-COIL-SS316,13.75,14.376,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101206,RM-COIL-SS304,9.372,10.106,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101211,RM-COIL-SS304,10.445,10.76,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101217,RM-COIL-AL,8.261,8.662,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101219,RM-COIL-AL,5.78,6.256,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101227,RM-COIL-NI,6.071,6.291,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101228,RM-COIL-SS304,13.66,14.45,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101232,RM-COIL-NI,5.634,5.815,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101234,RM-COIL-HC276,8.879,9.129,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101240,RM-COIL-NI,12.186,12.554,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101244,RM-COIL-AL,5.181,5.432,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101256,RM-COIL-HC276,7.409,7.796,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101269,RM-COIL-TI,5.448,5.679,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101273,RM-COIL-AL,5.545,5.73,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101275,RM-COIL-SS304,5.368,5.744,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101276,RM-COIL-SS304,9.787,10.362,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101283,RM-COIL-AL,10.23,10.905,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101284,RM-COIL-AL,4.5,4.737,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101286,RM-COIL-SS304,6.178,6.552,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101292,RM-COIL-AL,5.271,5.43,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101296,RM-COIL-HC276,7.791,8.114,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101296,RM-COIL-SS304,6.134,6.276,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101297,RM-COIL-TI,4.785,5.144,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101301,RM-COIL-HC276,11.808,12.272,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101301,RM-COIL-NI,10.566,11.403,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101306,RM-COIL-TI,5.76,6.156,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101306,RM-COIL-SS304,7.138,7.441,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101309,RM-COIL-TI,6.031,6.287,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101313,RM-COIL-SS316,10.891,11.42,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101320,RM-COIL-NI,6.576,6.781,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101322,RM-COIL-NI,5.134,5.502,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101322,RM-COIL-AL,4.588,4.899,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101332,RM-COIL-AL,4.605,4.876,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101332,RM-COIL-HC276,6.99,7.201,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101336,RM-COIL-AL,9.744,10.315,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101336,RM-COIL-TI,10.002,10.193,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101340,RM-COIL-SS316,6.244,6.439,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101344,RM-COIL-HC276,8.598,9.104,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101349,RM-COIL-NI,9.779,10.282,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101352,RM-COIL-NI,6.664,7.095,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101352,RM-COIL-HC276,9.213,9.699,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101356,RM-COIL-SS316,8.023,8.402,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101383,RM-COIL-AL,4.766,4.963,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101385,RM-COIL-NI,12.005,12.294,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101388,RM-COIL-NI,4.93,5.044,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101391,RM-COIL-TI,9.561,10.192,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101394,RM-COIL-AL,4.609,4.823,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101400,RM-COIL-AL,4.013,4.298,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101400,RM-COIL-TI,5.378,5.656,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101413,RM-COIL-TI,5.235,5.575,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101413,RM-COIL-AL,4.545,4.733,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101414,RM-COIL-SS316,7.834,8.294,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101414,RM-COIL-SS304,5.975,6.413,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101421,RM-COIL-HC276,12.952,13.714,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101421,RM-COIL-TI,9.168,9.648,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101428,RM-COIL-SS304,7.479,7.804,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101435,RM-COIL-AL,6.075,6.234,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101436,RM-COIL-HC276,6.87,7.098,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101437,RM-COIL-NI,6.217,6.614,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101442,RM-COIL-NI,6.671,7.04,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101442,RM-COIL-AL,4.967,5.163,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101444,RM-COIL-AL,7.19,7.657,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101448,RM-COIL-HC276,8.369,8.792,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101448,RM-COIL-SS316,6.984,7.295,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101453,RM-COIL-TI,5.602,5.8,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101454,RM-COIL-AL,4.34,4.485,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101454,RM-COIL-TI,6.182,6.539,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101457,RM-COIL-SS316,13.171,13.931,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101460,RM-COIL-TI,4.416,4.617,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101460,RM-COIL-AL,4.121,4.363,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101468,RM-COIL-AL,7.254,7.614,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-101468,RM-COIL-NI,11.088,11.966,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW11_Northwind Levant,MAT-101481,RM-COIL-HC276,14.892,15.914,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101486,RM-COIL-HC276,8.764,9.19,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101487,RM-COIL-SS316,10.493,11.077,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW11_Northwind Levant,MAT-101493,RM-COIL-TI,8.513,8.865,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW11_Northwind Levant,MAT-101495,RM-COIL-AL,6.165,6.519,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW11_Northwind Levant,MAT-200000,RM-COMP-NBR,0.394,0.422,8,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW11_Northwind Levant,MAT-200002,RM-COMP-EPDM,0.327,0.35,2,Gaskets,RUBBER COMPOUND EPDM80,Active,READY
P01_NW11_Northwind Levant,MAT-200002,RM-COMP-FKM,0.467,0.484,3,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW11_Northwind Levant,MAT-200006,RM-COMP-SILI,0.321,0.329,4,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW11_Northwind Levant,MAT-200016,RM-COMP-FKM,0.461,0.489,3,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW11_Northwind Levant,MAT-200024,RM-COMP-NBR,0.368,0.385,4,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW11_Northwind Levant,MAT-200024,RM-COMP-HNBR,0.395,0.415,6,Gaskets,RUBBER COMPOUND HNBR60,Active,READY
P01_NW11_Northwind Levant,MAT-200030,RM-COMP-NBR,0.378,0.393,2,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW11_Northwind Levant,MAT-200031,RM-COMP-HNBR,0.341,0.364,3,Gaskets,RUBBER COMPOUND HNBR60,Active,READY
P01_NW11_Northwind Levant,MAT-200034,RM-COMP-NBR,0.412,0.43,4,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW11_Northwind Levant,MAT-200040,RM-COMP-NBR,0.32,0.334,3,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW11_Northwind Levant,MAT-200042,RM-COMP-FKM,0.457,0.49,4,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW11_Northwind Levant,MAT-200047,RM-COMP-HNBR,0.388,0.402,8,Gaskets,RUBBER COMPOUND HNBR60,Active,READY
P01_NW11_Northwind Levant,MAT-200054,RM-COMP-HNBR,0.323,0.34,4,Gaskets,RUBBER COMPOUND HNBR60,Active,READY
P01_NW11_Northwind Levant,MAT-200057,RM-COMP-AFLAS,0.457,0.482,2,Gaskets,RUBBER COMPOUND AFLAS,Active,READY
P01_NW11_Northwind Levant,MAT-200070,RM-COMP-SILI,0.329,0.354,2,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW11_Northwind Levant,MAT-200077,RM-COMP-HNBR,0.394,0.403,8,Gaskets,RUBBER COMPOUND HNBR60,Active,READY
P01_NW11_Northwind Levant,MAT-200100,RM-COMP-EPDM,0.284,0.295,2,Gaskets,RUBBER COMPOUND EPDM80,Active,READY
P01_NW11_Northwind Levant,MAT-200105,RM-COMP-SILI,0.304,0.329,8,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW11_Northwind Levant,MAT-200116,RM-COMP-SILI,0.317,0.327,4,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW11_Northwind Levant,MAT-200118,RM-COMP-EPDM,0.304,0.323,2,Gaskets,RUBBER COMPOUND EPDM80,Active,READY
P01_NW11_Northwind Levant,MAT-200121,RM-COMP-AFLAS,0.383,0.413,3,Gaskets,RUBBER COMPOUND AFLAS,Active,READY
P01_NW11_Northwind Levant,MAT-200121,RM-COMP-FKM,0.347,0.37,2,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW11_Northwind Levant,MAT-200129,RM-COMP-SILI,0.249,0.263,3,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW11_Northwind Levant,MAT-200131,RM-COMP-AFLAS,0.4,0.428,2,Gaskets,RUBBER COMPOUND AFLAS,Active,READY
P01_NW11_Northwind Levant,MAT-200131,RM-COMP-FKM,0.398,0.417,6,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW11_Northwind Levant,MAT-200132,RM-COMP-EPDM,0.287,0.303,3,Gaskets,RUBBER COMPOUND EPDM80,Active,READY
P01_NW11_Northwind Levant,MAT-200133,RM-COMP-HNBR,0.344,0.36,2,Gaskets,RUBBER COMPOUND HNBR60,Active,READY
P01_NW11_Northwind Levant,MAT-200133,RM-COMP-AFLAS,0.435,0.46,2,Gaskets,RUBBER COMPOUND AFLAS,Active,READY
P01_NW11_Northwind Levant,MAT-200137,RM-COMP-NBR,0.339,0.355,2,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW11_Northwind Levant,MAT-200141,RM-COMP-NBR,0.359,0.382,8,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW11_Northwind Levant,MAT-200142,RM-COMP-NBR,0.381,0.407,6,Gaskets,RUBBER COMPOUND NBR70,Active,READY
P01_NW11_Northwind Levant,MAT-200151,RM-COMP-FKM,0.482,0.513,3,Gaskets,RUBBER COMPOUND FKM75,Active,READY
P01_NW11_Northwind Levant,MAT-200151,RM-COMP-HNBR,0.426,0.447,8,Gaskets,RUBBER COMPOUND HNBR60,Active,READY
P01_NW11_Northwind Levant,MAT-200152,RM-COMP-AFLAS,0.53,0.564,8,Gaskets,RUBBER COMPOUND AFLAS,Active,READY
P01_NW11_Northwind Levant,MAT-200155,RM-COMP-SILI,0.357,0.37,4,Gaskets,RUBBER COMPOUND SILICONE,Active,READY
P01_NW11_Northwind Levant,MAT-200172,RM-COMP-FKM,0.451,0.474,3,Gaskets,RUBBER COMPOUND FKM75,Active,READY
