plant,plant_name,snapshot_date,ops_group,material,material_description,stock_qty,atp_qty,safety_stock_qty,in_transit_qty,total_stock_value_eur,reason_code
NW13,Northwind Andes,2026-04-03,OPS-MX250,MAT-101162,MX250/PL.13 304TL 0.4mm,1105,985,582,829,92283.78,READY
NW13,Northwind Andes,2026-04-03,OPS-S120,MAT-101165,S120/PL.16 304TL 0.6mm,3507,2061,941,3473,250113.16,READY
NW13,Northwind Andes,2026-04-03,OPS-XL420,MAT-101168,XL420/PL.19 304TL 0.4mm,900,791,1141,28,33236.22,READY
NW13,Northwind Andes,2026-04-03,OPS-MX100,MAT-101172,MX100/PL.23 304TL 0.5mm,7202,5393,718,1468,72431.83,READY
NW13,Northwind Andes,2026-04-03,OPS-MX250,MAT-101174,MX250/PL.25 304TL 0.7mm,9796,6367,90,656,469940.87,READY
NW13,Northwind Andes,2026-04-03,OPS-HT80,MAT-101175,HT80/PL.26 304TL 0.6mm,8130,5057,529,174,184971.23,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101178,S140/PL.29 304TL 0.4mm,4686,2453,644,2748,148156.3,READY
NW13,Northwind Andes,2026-04-03,OPS-S160,MAT-101179,S160/PL.30 304TL 0.3mm,3913,2078,639,1476,86063.14,READY
NW13,Northwind Andes,2026-04-03,OPS-XL520,MAT-101181,XL520/PL.32 304TL 0.6mm,9187,8126,938,675,446389.91,READY
NW13,Northwind Andes,2026-04-03,OPS-XL520,MAT-101193,XL520/PL.44 304TL 0.3mm,10281,5975,735,3086,536852.76,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101194,PRO-9X/PL.45 304TL 0.6mm,10796,9297,670,1487,250088.58,READY
NW13,Northwind Andes,2026-04-03,OPS-MX100,MAT-101196,MX100/PL.47 304TL 0.3mm,9252,5946,673,463,178066.67,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101202,S140/PL.03 304TL 0.7mm,11889,11010,666,369,399043.76,READY
NW13,Northwind Andes,2026-04-03,OPS-MX250,MAT-101210,MX250/PL.11 304TL 0.3mm,8422,6238,121,2734,205737.08,READY
NW13,Northwind Andes,2026-04-03,OPS-S120,MAT-101213,S120/PL.14 304TL 0.7mm,9105,6804,548,519,254868.3,READY
NW13,Northwind Andes,2026-04-03,OPS-S160,MAT-101215,S160/PL.16 304TL 0.6mm,9589,8888,906,1849,529914.36,READY
NW13,Northwind Andes,2026-04-03,OPS-XL520,MAT-101217,XL520/PL.18 304TL 0.5mm,11402,7164,531,2592,425422.42,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101218,PRO-9X/PL.19 304TL 0.6mm,8124,6648,112,2137,139021.46,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101226,S140/PL.27 304TL 0.5mm,5420,4066,1028,643,48032.98,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101230,PRO-9X/PL.31 304TL 0.3mm,1287,1220,621,3322,176171.88,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101242,PRO-9X/PL.43 304TL 0.5mm,4407,2372,1108,882,25310.06,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-12X,MAT-101243,PRO-12X/PL.44 304TL 0.7mm,10550,9054,781,709,478725.4,READY
NW13,Northwind Andes,2026-04-03,OPS-XL420,MAT-101252,XL420/PL.03 304TL 0.5mm,1549,1318,266,646,25505.73,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-12X,MAT-101255,PRO-12X/PL.06 304TL 0.3mm,773,526,1137,1073,83777.9,READY
NW13,Northwind Andes,2026-04-03,OPS-MX200,MAT-101257,MX200/PL.08 304TL 0.7mm,10930,6653,321,980,208379.35,READY
NW13,Northwind Andes,2026-04-03,OPS-MX250,MAT-101258,MX250/PL.09 304TL 0.8mm,1848,1660,350,292,29544.84,READY
NW13,Northwind Andes,2026-04-03,OPS-XL420,MAT-101264,XL420/PL.15 304TL 0.3mm,4688,2700,744,2388,315892.53,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101266,PRO-9X/PL.17 304TL 0.8mm,6195,5505,379,2782,117566.94,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101278,PRO-9X/PL.29 304TL 0.6mm,10075,7052,874,136,243083.81,READY
NW13,Northwind Andes,2026-04-03,OPS-S62,MAT-101284,S62/PL.35 304TL 0.5mm,5900,3259,205,1758,71940.94,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101286,S140/PL.37 304TL 0.6mm,10401,8678,768,571,341266.93,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-12X,MAT-101291,PRO-12X/PL.42 304TL 0.7mm,7721,6944,393,854,103073.94,READY
NW13,Northwind Andes,2026-04-03,OPS-MX100,MAT-101292,MX100/PL.43 304TL 0.4mm,5802,3006,438,1433,164032.02,READY
NW13,Northwind Andes,2026-04-03,OPS-MX250,MAT-101294,MX250/PL.45 304TL 0.5mm,5826,5178,771,1547,215247.66,READY
NW13,Northwind Andes,2026-04-03,OPS-XL420,MAT-101300,XL420/PL.01 304TL 0.7mm,5305,4869,194,2429,388003.39,READY
NW13,Northwind Andes,2026-04-03,OPS-XL520,MAT-101301,XL520/PL.02 304TL 0.7mm,10765,9464,135,1885,232951.24,READY
NW13,Northwind Andes,2026-04-03,OPS-HT80,MAT-101307,HT80/PL.08 304TL 0.7mm,5009,4510,308,261,25996.36,READY
NW13,Northwind Andes,2026-04-03,OPS-S62,MAT-101308,S62/PL.09 304TL 0.4mm,3608,3053,812,2398,342006.13,READY
NW13,Northwind Andes,2026-04-03,OPS-S120,MAT-101309,S120/PL.10 304TL 0.7mm,3453,2550,1065,3331,36667.92,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101310,S140/PL.11 304TL 0.4mm,1083,658,379,369,65386.24,READY
NW13,Northwind Andes,2026-04-03,OPS-S160,MAT-101311,S160/PL.12 304TL 0.7mm,9120,4820,900,911,335760.78,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-12X,MAT-101315,PRO-12X/PL.16 304TL 0.5mm,5363,4495,840,2824,221157.77,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101322,S140/PL.23 304TL 0.7mm,2669,1672,884,1739,112659.36,READY
NW13,Northwind Andes,2026-04-03,OPS-XL420,MAT-101324,XL420/PL.25 304TL 0.7mm,2840,2065,418,2180,256992.82,READY
NW13,Northwind Andes,2026-04-03,OPS-S160,MAT-101335,S160/PL.36 304TL 0.5mm,2596,1483,546,59,141887.05,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101338,PRO-9X/PL.39 304TL 0.6mm,5760,4906,216,2715,412993.88,READY
NW13,Northwind Andes,2026-04-03,OPS-S62,MAT-101344,S62/PL.45 304TL 0.5mm,9159,8005,279,2891,480481.97,READY
NW13,Northwind Andes,2026-04-03,OPS-S160,MAT-101347,S160/PL.48 304TL 0.7mm,821,642,314,2399,132992.07,READY
NW13,Northwind Andes,2026-04-03,OPS-MX100,MAT-101352,MX100/PL.03 304TL 0.5mm,3295,1813,125,2902,334260.76,READY
NW13,Northwind Andes,2026-04-03,OPS-S160,MAT-101359,S160/PL.10 304TL 0.7mm,10136,7649,1001,3328,228785.44,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101362,PRO-9X/PL.13 304TL 0.4mm,2283,2038,1068,1810,24487.69,READY
NW13,Northwind Andes,2026-04-03,OPS-HT80,MAT-101367,HT80/PL.18 304TL 0.7mm,5225,4953,1032,581,173708.48,READY
NW13,Northwind Andes,2026-04-03,OPS-XL420,MAT-101372,XL420/PL.23 304TL 0.8mm,4296,3525,139,707,254380.73,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101374,PRO-9X/PL.25 304TL 0.7mm,10029,5942,967,3208,136217.02,READY
NW13,Northwind Andes,2026-04-03,OPS-MX200,MAT-101377,MX200/PL.28 304TL 0.7mm,5373,3097,356,3315,460605.09,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101382,S140/PL.33 304TL 0.7mm,10611,7573,1024,675,175335.04,READY
NW13,Northwind Andes,2026-04-03,OPS-MX250,MAT-101402,MX250/PL.03 304TL 0.3mm,9302,5224,1136,2083,675797.91,READY
NW13,Northwind Andes,2026-04-03,OPS-HT80,MAT-101403,HT80/PL.04 304TL 0.6mm,4905,3019,665,2502,347819.52,READY
NW13,Northwind Andes,2026-04-03,OPS-S160,MAT-101407,S160/PL.08 304TL 0.5mm,6933,4787,780,876,204524.6,READY
NW13,Northwind Andes,2026-04-03,OPS-XL420,MAT-101408,XL420/PL.09 304TL 0.5mm,7746,3927,295,746,182332.5,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101410,PRO-9X/PL.11 304TL 0.4mm,2210,1683,673,315,128373.13,READY
NW13,Northwind Andes,2026-04-03,OPS-MX200,MAT-101413,MX200/PL.14 304TL 0.7mm,4674,2367,109,1123,226774.77,READY
NW13,Northwind Andes,2026-04-03,OPS-S62,MAT-101416,S62/PL.17 304TL 0.5mm,7130,3640,519,1307,186412.95,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101418,S140/PL.19 304TL 0.4mm,9259,4728,1053,1718,118835.15,READY
NW13,Northwind Andes,2026-04-03,OPS-XL520,MAT-101433,XL520/PL.34 304TL 0.3mm,4442,3436,113,1348,46170.26,READY
NW13,Northwind Andes,2026-04-03,OPS-MX100,MAT-101436,MX100/PL.37 304TL 0.4mm,6669,4633,1031,3379,48453.31,READY
NW13,Northwind Andes,2026-04-03,OPS-MX250,MAT-101438,MX250/PL.39 304TL 0.4mm,259,187,511,1659,9835.63,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101442,S140/PL.43 304TL 0.5mm,123,90,1085,86,4349.84,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101446,PRO-9X/PL.47 304TL 0.5mm,8099,5020,464,2516,466565.18,READY
NW13,Northwind Andes,2026-04-03,OPS-MX200,MAT-101449,MX200/PL.50 304TL 0.3mm,4638,2945,758,2078,112571.01,READY
NW13,Northwind Andes,2026-04-03,OPS-MX250,MAT-101450,MX250/PL.01 304TL 0.3mm,1481,1294,1188,810,118451.95,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101454,S140/PL.05 304TL 0.4mm,5879,4252,456,1227,215806.76,READY
NW13,Northwind Andes,2026-04-03,OPS-MX100,MAT-101460,MX100/PL.11 304TL 0.3mm,6041,5203,472,575,212285.93,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101466,S140/PL.17 304TL 0.3mm,6348,4278,296,1603,358636.17,READY
NW13,Northwind Andes,2026-04-03,OPS-MX250,MAT-101474,MX250/PL.25 304TL 0.7mm,2766,1505,181,1771,173211.68,READY
NW13,Northwind Andes,2026-04-03,OPS-S62,MAT-101476,S62/PL.27 304TL 0.6mm,3598,2778,71,3230,155336.79,READY
NW13,Northwind Andes,2026-04-03,OPS-S120,MAT-101477,S120/PL.28 304TL 0.5mm,10304,6740,816,2422,265826.65,READY
NW13,Northwind Andes,2026-04-03,OPS-S140,MAT-101478,S140/PL.29 304TL 0.7mm,1784,1031,989,394,30965.79,READY
NW13,Northwind Andes,2026-04-03,OPS-S160,MAT-101479,S160/PL.30 304TL 0.4mm,8685,5227,758,1973,105275.42,READY
NW13,Northwind Andes,2026-04-03,OPS-MX200,MAT-101485,MX200/PL.36 304TL 0.6mm,4459,4129,328,3169,327067.65,READY
NW13,Northwind Andes,2026-04-03,OPS-S62,MAT-101488,S62/PL.39 304TL 0.7mm,10069,9537,943,103,604467.18,READY
NW13,Northwind Andes,2026-04-03,OPS-S160,MAT-101491,S160/PL.42 304TL 0.8mm,9932,6836,1034,2135,723784.51,READY
NW13,Northwind Andes,2026-04-03,OPS-PRO-9X,MAT-101494,PRO-9X/PL.45 304TL 0.4mm,4907,2841,352,3196,405285.66,READY
NW13,Northwind Andes,2026-04-03,OPS-HT80,MAT-101499,HT80/PL.50 304TL 0.6mm,9135,6523,1009,1455,411360.7,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200000,M10-BFG GASKET 01,6593,5145,634,1511,200502.54,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200001,M8-NBR GASKET 02,4652,4313,361,1829,207749.05,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200002,M12-EPDM GASKET 03,3151,2968,734,1907,300635.42,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200003,M6-FKM GASKET 04,8098,4740,188,1359,117390.77,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200010,M12-EPDM GASKET 11,406,352,1185,40,1928.67,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200016,M10-BFG GASKET 17,2101,1665,813,2307,78062.54,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200017,M8-NBR GASKET 18,7617,5140,101,2224,511984.95,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200021,M14-HNBR GASKET 22,3622,2439,1035,2448,28524.15,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200024,M10-BFG GASKET 25,9755,8471,1046,1569,672927.64,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200026,M12-EPDM GASKET 27,11341,5919,474,2879,800137.8,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200034,M12-EPDM GASKET 35,4574,4258,236,866,139588.12,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200043,M6-FKM GASKET 04,3453,2910,1139,930,67019.59,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200044,M20-SILI GASKET 05,6591,3313,908,100,91263.44,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200046,M18-AFLAS GASKET 07,2014,1130,1124,1867,57565.09,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200049,M8-NBR GASKET 10,3305,1806,919,2609,333223.1,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200057,M8-NBR GASKET 18,4343,2595,396,2018,120689.66,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200060,M20-SILI GASKET 21,8237,5190,957,3132,403234.58,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200067,M6-FKM GASKET 28,281,198,1046,2220,57764.15,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200075,M6-FKM GASKET 36,2786,2302,460,1613,169381.72,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200076,M20-SILI GASKET 37,1418,984,188,1294,118094.67,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200084,M20-SILI GASKET 05,6975,5868,223,534,23963.31,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200086,M18-AFLAS GASKET 07,11265,7288,410,62,533668.64,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200088,M10-BFG GASKET 09,2028,1352,622,1484,208721.58,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200107,M6-FKM GASKET 28,8779,6744,499,2899,222358.09,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200115,M6-FKM GASKET 36,9039,4857,1163,3043,176403.38,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200117,M14-HNBR GASKET 38,4038,3028,840,749,149355.34,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200123,M6-FKM GASKET 04,6444,5074,217,2467,102539.2,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200125,M14-HNBR GASKET 06,6489,5738,935,1519,205928.31,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200146,M12-EPDM GASKET 27,11185,6407,860,3069,585809.88,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200148,M20-SILI GASKET 29,1585,968,296,539,8299.99,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200150,M18-AFLAS GASKET 31,4015,3167,188,2850,229591.91,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200153,M8-NBR GASKET 34,7343,3859,359,3054,86677.4,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200154,M12-EPDM GASKET 35,1066,954,636,1371,11721.44,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200155,M6-FKM GASKET 36,2222,1150,571,3472,126904.2,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200171,M6-FKM GASKET 12,9186,6943,423,19,529720.15,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200179,M6-FKM GASKET 20,5817,4718,521,840,350035.5,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200186,M12-EPDM GASKET 27,644,397,1143,75,21342.18,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200189,M14-HNBR GASKET 30,357,225,363,274,15001.83,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200206,M18-AFLAS GASKET 07,2738,1930,278,3263,22919.09,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200214,M18-AFLAS GASKET 15,4825,3012,350,3400,231546.97,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200229,M14-HNBR GASKET 30,10853,9020,192,2455,558079.37,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200233,M8-NBR GASKET 34,10136,5905,120,1554,316530.6,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200237,M14-HNBR GASKET 38,8231,5472,423,2326,314777.45,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200242,M12-EPDM GASKET 03,6291,5593,95,3437,433504.76,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200244,M20-SILI GASKET 05,2749,2398,666,1115,91772.64,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200246,M18-AFLAS GASKET 07,7414,4187,1148,619,402128.72,READY
NW13,Northwind Andes,2026-04-03,OPS-M22-NBR,MAT-200247,M22-NBR GASKET 08,5427,4882,291,2463,160354.59,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200256,M10-BFG GASKET 17,9019,5187,550,2549,127360.31,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200264,M10-BFG GASKET 25,7961,6735,342,3470,167862.91,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200267,M6-FKM GASKET 28,7957,6683,633,906,339280.3,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200272,M10-BFG GASKET 33,3392,2352,796,1675,269350.18,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200281,M8-NBR GASKET 02,4327,2371,308,1660,29038.6,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200284,M20-SILI GASKET 05,6092,4705,283,2968,371347.35,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200286,M18-AFLAS GASKET 07,500,335,739,2477,115243.96,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200296,M10-BFG GASKET 17,5508,3633,126,589,138377.73,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200298,M12-EPDM GASKET 19,7242,4879,588,785,118534.4,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200308,M20-SILI GASKET 29,6917,6328,825,617,215565.19,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200312,M10-BFG GASKET 33,8185,5494,492,755,237920.2,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200317,M14-HNBR GASKET 38,7463,4820,732,1875,79401.35,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200326,M18-AFLAS GASKET 07,3123,2648,65,953,202949.7,READY
NW13,Northwind Andes,2026-04-03,OPS-M22-NBR,MAT-200327,M22-NBR GASKET 08,8547,5410,765,3335,528651.76,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200328,M10-BFG GASKET 09,1058,650,1023,1733,121288.6,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200332,M20-SILI GASKET 13,2502,2047,246,3263,119409.4,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200333,M14-HNBR GASKET 14,3742,3096,235,2626,66470.56,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200338,M12-EPDM GASKET 19,11075,10518,773,2029,55064.83,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200344,M10-BFG GASKET 25,4263,2321,1132,3467,431032.77,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200345,M8-NBR GASKET 26,2970,1594,855,2578,58174.98,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200346,M12-EPDM GASKET 27,7365,6609,1037,2197,346781.07,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200349,M14-HNBR GASKET 30,10724,7660,1176,2060,480615.97,READY
NW13,Northwind Andes,2026-04-03,OPS-M22-NBR,MAT-200351,M22-NBR GASKET 32,9208,7625,123,2520,357261.69,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200355,M6-FKM GASKET 36,5325,4835,535,2211,340720.01,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200357,M14-HNBR GASKET 38,11399,10150,80,2750,846050.23,READY
NW13,Northwind Andes,2026-04-03,OPS-M22-NBR,MAT-200359,M22-NBR GASKET 40,9165,5073,960,1291,624909.79,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200362,M12-EPDM GASKET 03,11460,10316,925,2064,614031.89,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200363,M6-FKM GASKET 04,2026,1139,717,790,115981.29,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200366,M18-AFLAS GASKET 07,3088,2060,862,2283,176035.74,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200374,M18-AFLAS GASKET 15,7748,6279,464,2182,73998.15,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200386,M12-EPDM GASKET 27,1961,1213,187,2717,150469.54,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200388,M20-SILI GASKET 29,2273,1186,1199,619,102305.64,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200390,M18-AFLAS GASKET 31,2615,1467,330,1691,127318.22,READY
NW13,Northwind Andes,2026-04-03,OPS-M22-NBR,MAT-200391,M22-NBR GASKET 32,4246,3823,816,807,67731.98,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200393,M8-NBR GASKET 34,11168,5914,210,2632,88534.26,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200394,M12-EPDM GASKET 35,5592,4521,832,1246,32547.01,READY
NW13,Northwind Andes,2026-04-03,OPS-M22-NBR,MAT-200415,M22-NBR GASKET 16,2136,2004,496,2609,27479.15,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200418,M12-EPDM GASKET 19,7859,6838,1136,1078,252354.3,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200420,M20-SILI GASKET 21,10367,9294,1139,2755,166899.04,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200421,M14-HNBR GASKET 22,2252,1423,348,78,10711.21,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200428,M20-SILI GASKET 29,6052,5196,627,3468,151344.2,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200433,M8-NBR GASKET 34,10161,5637,972,2555,172485.82,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200436,M20-SILI GASKET 37,11819,10825,153,512,360812.32,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200443,M6-FKM GASKET 04,3130,2591,115,1511,201941.23,READY
NW13,Northwind Andes,2026-04-03,OPS-M22-NBR,MAT-200447,M22-NBR GASKET 08,3976,2276,1199,1288,144906.46,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200453,M14-HNBR GASKET 14,450,347,823,1713,61011.91,READY
NW13,Northwind Andes,2026-04-03,OPS-M22-NBR,MAT-200455,M22-NBR GASKET 16,5001,2617,386,2256,375916.58,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200457,M8-NBR GASKET 18,804,429,67,675,39499.91,READY
NW13,Northwind Andes,2026-04-03,OPS-M18-AFLAS,MAT-200462,M18-AFLAS GASKET 23,6788,3448,932,933,253453.34,READY
NW13,Northwind Andes,2026-04-03,OPS-M14-HNBR,MAT-200485,M14-HNBR GASKET 06,4884,2546,234,1529,275837.39,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200496,M10-BFG GASKET 17,3718,1948,99,2457,32790.37,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200498,M12-EPDM GASKET 19,674,602,601,2196,144313.5,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200500,M20-SILI GASKET 21,2357,1668,73,784,50129.43,READY
NW13,Northwind Andes,2026-04-03,OPS-M10-BFG,MAT-200512,M10-BFG GASKET 33,7433,4710,315,3080,378344.3,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200514,M12-EPDM GASKET 35,9741,5578,419,490,34337.98,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200522,M12-EPDM GASKET 03,6753,4846,999,346,40261.74,READY
NW13,Northwind Andes,2026-04-03,OPS-M22-NBR,MAT-200527,M22-NBR GASKET 08,1235,679,1133,811,10247.52,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200529,M8-NBR GASKET 10,5900,3414,962,2089,100719.16,READY
NW13,Northwind Andes,2026-04-03,OPS-M12-EPDM,MAT-200530,M12-EPDM GASKET 11,4719,3713,699,1100,220655.76,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200532,M20-SILI GASKET 13,5044,4702,951,2648,27515.04,READY
NW13,Northwind Andes,2026-04-03,OPS-M22-NBR,MAT-200543,M22-NBR GASKET 24,4443,2742,84,2022,103330.21,READY
NW13,Northwind Andes,2026-04-03,OPS-M6-FKM,MAT-200547,M6-FKM GASKET 28,10765,8088,108,69,581485.68,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200548,M20-SILI GASKET 29,4447,3861,1026,2950,53781.0,READY
NW13,Northwind Andes,2026-04-03,OPS-M8-NBR,MAT-200553,M8-NBR GASKET 34,6808,5402,354,2696,418502.03,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200564,M20-SILI GASKET 05,2163,1169,740,2429,173362.88,READY
NW13,Northwind Andes,2026-04-03,OPS-M20-SILI,MAT-200580,M20-SILI GASKET 21,425,258,653,3426,77968.7,READY
