plant,header_material,component_material,effective_component_qty,scrap_factor
NW12,MAT-200707,RM-COMP-SILI,0.363,1.0322
NW12,MAT-200712,RM-COMP-SILI,0.331,1.0373
NW12,MAT-200712,RM-COMP-AFLAS,0.444,1.0555
NW12,MAT-200727,RM-COMP-FKM,0.461,1.0475
NW12,MAT-200728,RM-COMP-EPDM,0.274,1.0554
NW12,MAT-200729,RM-COMP-SILI,0.324,1.0742
NW12,MAT-200737,RM-COMP-NBR,0.343,1.0598
NW12,MAT-200744,RM-COMP-NBR,0.38,1.0435
NW12,MAT-200761,RM-COMP-EPDM,0.296,1.0402
NW12,MAT-200762,RM-COMP-HNBR,0.478,1.0731
NW12,MAT-200771,RM-COMP-HNBR,0.437,1.0486
NW12,MAT-200772,RM-COMP-EPDM,0.272,1.0353
NW12,MAT-200772,RM-COMP-SILI,0.295,1.0854
NW12,MAT-200773,RM-COMP-EPDM,0.278,1.0596
NW12,MAT-200773,RM-COMP-SILI,0.267,1.0312
NW12,MAT-200774,RM-COMP-SILI,0.357,1.0383
NW12,MAT-200782,RM-COMP-AFLAS,0.396,1.0221
NW12,MAT-200782,RM-COMP-FKM,0.482,1.074
NW12,MAT-200785,RM-COMP-EPDM,0.283,1.0897
NW12,MAT-200785,RM-COMP-FKM,0.387,1.0211
NW12,MAT-200793,RM-COMP-EPDM,0.257,1.075
NW12,MAT-200807,RM-COMP-FKM,0.53,1.0659
NW12,MAT-200813,RM-COMP-NBR,0.365,1.0812
NW12,MAT-200813,RM-COMP-SILI,0.354,1.0573
NW12,MAT-200815,RM-COMP-SILI,0.286,1.0292
NW12,MAT-200819,RM-COMP-EPDM,0.341,1.0382
NW12,MAT-200824,RM-COMP-SILI,0.313,1.0587
NW12,MAT-200832,RM-COMP-AFLAS,0.447,1.0639
NW12,MAT-200834,RM-COMP-HNBR,0.393,1.0444
NW12,MAT-200834,RM-COMP-AFLAS,0.472,1.0665
NW12,MAT-200835,RM-COMP-NBR,0.35,1.0475
NW12,MAT-200843,RM-COMP-NBR,0.342,1.0312
NW12,MAT-200845,RM-COMP-AFLAS,0.448,1.0784
NW12,MAT-200848,RM-COMP-NBR,0.4,1.0524
NW12,MAT-200850,RM-COMP-HNBR,0.329,1.0312
NW12,MAT-200851,RM-COMP-SILI,0.309,1.0363
NW12,MAT-200852,RM-COMP-AFLAS,0.532,1.0434
NW12,MAT-200853,RM-COMP-FKM,0.475,1.0751
NW12,MAT-200859,RM-COMP-NBR,0.435,1.0659
NW12,MAT-200861,RM-COMP-HNBR,0.36,1.0908
NW12,MAT-200871,RM-COMP-FKM,0.513,1.0484
NW12,MAT-200871,RM-COMP-SILI,0.365,1.0465
NW12,MAT-200875,RM-COMP-SILI,0.287,1.0596
NW12,MAT-200875,RM-COMP-NBR,0.31,1.0695
NW12,MAT-200886,RM-COMP-EPDM,0.277,1.0342
NW12,MAT-200889,RM-COMP-EPDM,0.354,1.0655
NW12,MAT-200890,RM-COMP-NBR,0.36,1.0701
NW12,MAT-200891,RM-COMP-FKM,0.374,1.0648
NW12,MAT-200898,RM-COMP-SILI,0.295,1.0171
NW13,MAT-100004,RM-COIL-AL,10.258,1.0435
NW13,MAT-100005,RM-COIL-TI,10.341,1.0824
NW13,MAT-100007,RM-COIL-SS316,9.633,1.0211
NW13,MAT-100019,RM-COIL-NI,9.764,1.0636
NW13,MAT-100019,RM-COIL-HC276,11.692,1.0697
NW13,MAT-100025,RM-COIL-TI,6.492,1.0353
NW13,MAT-100026,RM-COIL-AL,4.49,1.0557
NW13,MAT-100032,RM-COIL-SS304,7.355,1.0567
NW13,MAT-100032,RM-COIL-SS316,6.533,1.0201
NW13,MAT-100041,RM-COIL-HC276,14.235,1.0434
NW13,MAT-100045,RM-COIL-SS304,8.249,1.0677
NW13,MAT-100050,RM-COIL-NI,6.461,1.0527
NW13,MAT-100053,RM-COIL-NI,10.291,1.0434
NW13,MAT-100057,RM-COIL-SS316,8.703,1.0574
NW13,MAT-100060,RM-COIL-TI,4.839,1.0424
NW13,MAT-100065,RM-COIL-TI,10.779,1.0463
NW13,MAT-100066,RM-COIL-SS316,10.654,1.0753
NW13,MAT-100069,RM-COIL-AL,5.369,1.0445
NW13,MAT-100070,RM-COIL-NI,5.726,1.0741
NW13,MAT-100075,RM-COIL-AL,5.906,1.0772
NW13,MAT-100078,RM-COIL-SS316,10.059,1.0465
NW13,MAT-100087,RM-COIL-HC276,7.482,1.0527
NW13,MAT-100087,RM-COIL-TI,5.153,1.0655
NW13,MAT-100088,RM-COIL-SS316,13.708,1.0424
NW13,MAT-100088,RM-COIL-AL,10.377,1.0191
NW13,MAT-100100,RM-COIL-SS304,12.752,1.0675
NW13,MAT-100100,RM-COIL-SS316,11.126,1.0363
NW13,MAT-100104,RM-COIL-SS304,6.472,1.0465
NW13,MAT-100104,RM-COIL-AL,5.695,1.074
NW13,MAT-100108,RM-COIL-HC276,9.308,1.0588
NW13,MAT-100109,RM-COIL-NI,6.786,1.0516
NW13,MAT-100113,RM-COIL-HC276,16.907,1.0516
NW13,MAT-100117,RM-COIL-SS316,8.249,1.0676
NW13,MAT-100118,RM-COIL-TI,4.54,1.0271
NW13,MAT-100127,RM-COIL-NI,7.978,1.0649
NW13,MAT-100129,RM-COIL-HC276,8.429,1.0343
NW13,MAT-100133,RM-COIL-NI,6.0,1.0782
NW13,MAT-100133,RM-COIL-SS304,7.462,1.0514
NW13,MAT-100135,RM-COIL-NI,5.459,1.0567
NW13,MAT-100143,RM-COIL-SS316,13.406,1.0465
NW13,MAT-100143,RM-COIL-TI,11.244,1.071
NW13,MAT-100144,RM-COIL-HC276,9.16,1.0464
NW13,MAT-100147,RM-COIL-TI,4.9,1.0803
NW13,MAT-100147,RM-COIL-HC276,6.551,1.0201
NW13,MAT-100152,RM-COIL-NI,5.5,1.0681
NW13,MAT-100153,RM-COIL-SS304,6.339,1.0475
NW13,MAT-100154,RM-COIL-SS316,7.206,1.0424
NW13,MAT-100154,RM-COIL-HC276,8.446,1.0526
NW13,MAT-100155,RM-COIL-SS304,11.138,1.0534
NW13,MAT-100155,RM-COIL-NI,10.708,1.0496
NW13,MAT-100166,RM-COIL-AL,4.602,1.0658
NW13,MAT-100171,RM-COIL-HC276,7.411,1.0403
NW13,MAT-100171,RM-COIL-AL,4.851,1.071
NW13,MAT-100177,RM-COIL-AL,4.829,1.0394
NW13,MAT-100177,RM-COIL-NI,6.75,1.0639
NW13,MAT-100180,RM-COIL-TI,4.826,1.0465
NW13,MAT-100180,RM-COIL-SS316,7.656,1.0342
NW13,MAT-100184,RM-COIL-TI,12.183,1.065
NW13,MAT-100187,RM-COIL-NI,9.497,1.068
NW13,MAT-100191,RM-COIL-NI,9.938,1.0647
NW13,MAT-100200,RM-COIL-TI,5.382,1.0191
NW13,MAT-100203,RM-COIL-SS304,13.849,1.0655
NW13,MAT-100204,RM-COIL-AL,5.42,1.0353
NW13,MAT-100205,RM-COIL-AL,5.23,1.0302
NW13,MAT-100205,RM-COIL-SS304,6.298,1.0557
NW13,MAT-100208,RM-COIL-AL,7.821,1.0733
NW13,MAT-100213,RM-COIL-SS304,7.763,1.0393
NW13,MAT-100217,RM-COIL-HC276,7.073,1.0373
NW13,MAT-100217,RM-COIL-TI,5.146,1.0443
NW13,MAT-100224,RM-COIL-NI,6.46,1.0648
NW13,MAT-100232,RM-COIL-HC276,14.29,1.0503
NW13,MAT-100245,RM-COIL-AL,8.748,1.0587
NW13,MAT-100246,RM-COIL-AL,7.689,1.0753
NW13,MAT-100251,RM-COIL-SS304,12.64,1.0434
NW13,MAT-100263,RM-COIL-SS316,13.805,1.0382
NW13,MAT-100264,RM-COIL-AL,5.589,1.0609
NW13,MAT-100270,RM-COIL-SS316,11.609,1.0728
NW13,MAT-100270,RM-COIL-AL,5.508,1.0424
NW13,MAT-100272,RM-COIL-AL,5.92,1.0671
NW13,MAT-100273,RM-COIL-NI,5.997,1.0353
NW13,MAT-100273,RM-COIL-HC276,7.179,1.0432
NW13,MAT-100277,RM-COIL-HC276,7.139,1.0423
NW13,MAT-100282,RM-COIL-SS316,8.935,1.0353
NW13,MAT-100285,RM-COIL-SS316,7.221,1.0353
NW13,MAT-100287,RM-COIL-TI,9.453,1.0454
NW13,MAT-100287,RM-COIL-SS316,13.973,1.0373
NW13,MAT-100291,RM-COIL-HC276,7.291,1.0485
NW13,MAT-100296,RM-COIL-NI,6.294,1.071
NW13,MAT-100296,RM-COIL-HC276,7.213,1.0688
NW13,MAT-100303,RM-COIL-HC276,6.997,1.0414
NW13,MAT-100309,RM-COIL-HC276,9.799,1.0855
NW13,MAT-100317,RM-COIL-AL,10.14,1.0455
NW13,MAT-100318,RM-COIL-HC276,11.917,1.0252
NW13,MAT-100320,RM-COIL-HC276,8.131,1.0567
NW13,MAT-100324,RM-COIL-SS316,9.05,1.065
NW13,MAT-100324,RM-COIL-NI,6.975,1.0462
NW13,MAT-100325,RM-COIL-TI,5.499,1.0553
NW13,MAT-100331,RM-COIL-SS304,9.926,1.0322
NW13,MAT-100337,RM-COIL-HC276,8.83,1.0677
NW13,MAT-100348,RM-COIL-TI,6.06,1.0639
NW13,MAT-100351,RM-COIL-TI,6.177,1.0771
NW13,MAT-100351,RM-COIL-AL,5.006,1.0302
NW13,MAT-100358,RM-COIL-NI,5.231,1.0262
NW13,MAT-100360,RM-COIL-SS316,8.46,1.0181
NW13,MAT-100360,RM-COIL-TI,5.345,1.0443
NW13,MAT-100361,RM-COIL-AL,4.892,1.0669
NW13,MAT-100380,RM-COIL-AL,5.507,1.0485
NW13,MAT-100386,RM-COIL-SS304,5.906,1.0554
NW13,MAT-100391,RM-COIL-AL,7.037,1.0465
NW13,MAT-100391,RM-COIL-TI,7.863,1.0629
NW13,MAT-100396,RM-COIL-AL,6.022,1.0557
NW13,MAT-100404,RM-COIL-TI,6.264,1.0241
NW13,MAT-100409,RM-COIL-HC276,8.76,1.0544
NW13,MAT-100409,RM-COIL-SS316,6.733,1.0763
NW13,MAT-100413,RM-COIL-TI,8.734,1.0302
NW13,MAT-100415,RM-COIL-TI,8.623,1.0634
NW13,MAT-100419,RM-COIL-TI,8.622,1.0608
NW13,MAT-100421,RM-COIL-NI,6.041,1.0897
NW13,MAT-100425,RM-COIL-NI,11.266,1.0537
NW13,MAT-100427,RM-COIL-SS316,11.41,1.065
NW13,MAT-100428,RM-COIL-TI,6.173,1.0659
NW13,MAT-100431,RM-COIL-SS304,13.273,1.0557
NW13,MAT-100439,RM-COIL-SS316,9.368,1.0261
NW13,MAT-100440,RM-COIL-AL,4.394,1.0617
NW13,MAT-100440,RM-COIL-NI,7.527,1.065
NW13,MAT-100445,RM-COIL-HC276,8.128,1.0465
NW13,MAT-100445,RM-COIL-NI,6.052,1.0784
NW13,MAT-100446,RM-COIL-SS316,6.602,1.0556
NW13,MAT-100454,RM-COIL-HC276,8.742,1.0445
NW13,MAT-100459,RM-COIL-HC276,8.641,1.0546
NW13,MAT-100466,RM-COIL-SS304,6.797,1.0414
NW13,MAT-100467,RM-COIL-SS304,14.191,1.0732
NW13,MAT-100467,RM-COIL-HC276,13.042,1.0414
NW13,MAT-100469,RM-COIL-NI,5.919,1.0701
NW13,MAT-100470,RM-COIL-SS304,6.997,1.0516
NW13,MAT-100478,RM-COIL-TI,6.559,1.0574
NW13,MAT-100478,RM-COIL-SS316,8.143,1.0261
NW13,MAT-100485,RM-COIL-NI,12.833,1.0516
NW13,MAT-100487,RM-COIL-AL,6.887,1.0496
NW13,MAT-100490,RM-COIL-HC276,8.058,1.0558
NW13,MAT-100491,RM-COIL-HC276,16.784,1.0526
NW13,MAT-100504,RM-COIL-SS316,8.034,1.0577
NW13,MAT-100505,RM-COIL-SS304,7.275,1.071
NW13,MAT-100512,RM-COIL-NI,7.331,1.0856
NW13,MAT-100517,RM-COIL-TI,5.625,1.0599
NW13,MAT-100520,RM-COIL-AL,9.225,1.0465
NW13,MAT-100528,RM-COIL-SS316,7.679,1.0678
NW13,MAT-100528,RM-COIL-HC276,9.806,1.0669
NW13,MAT-100530,RM-COIL-SS304,7.013,1.0763
NW13,MAT-100530,RM-COIL-AL,5.944,1.0434
NW13,MAT-100532,RM-COIL-TI,11.432,1.0221
NW13,MAT-100532,RM-COIL-AL,7.334,1.0312
NW13,MAT-100536,RM-COIL-TI,6.12,1.0414
NW13,MAT-100543,RM-COIL-NI,6.401,1.0608
NW13,MAT-100543,RM-COIL-AL,4.41,1.064
NW13,MAT-100544,RM-COIL-SS304,13.434,1.0555
NW13,MAT-100546,RM-COIL-SS316,8.888,1.0343
NW13,MAT-100546,RM-COIL-SS304,9.179,1.0668
NW13,MAT-100551,RM-COIL-SS304,14.241,1.0322
NW13,MAT-100555,RM-COIL-HC276,7.325,1.0578
NW13,MAT-100556,RM-COIL-NI,10.009,1.0465
NW13,MAT-100561,RM-COIL-SS304,6.123,1.0773
NW13,MAT-100566,RM-COIL-AL,4.651,1.0302
NW13,MAT-100566,RM-COIL-NI,5.75,1.0393
NW13,MAT-100572,RM-COIL-AL,5.51,1.0464
NW13,MAT-100573,RM-COIL-SS304,7.153,1.0525
NW13,MAT-100573,RM-COIL-HC276,8.579,1.0669
NW13,MAT-100574,RM-COIL-HC276,9.034,1.072
NW13,MAT-100574,RM-COIL-AL,5.978,1.0486
NW13,MAT-100576,RM-COIL-TI,5.254,1.0373
NW13,MAT-100577,RM-COIL-NI,7.762,1.0803
NW13,MAT-100580,RM-COIL-SS316,16.076,1.0504
NW13,MAT-100582,RM-COIL-TI,7.377,1.0825
NW13,MAT-100582,RM-COIL-HC276,9.502,1.0455
NW13,MAT-100589,RM-COIL-SS316,8.703,1.0463
NW13,MAT-100597,RM-COIL-NI,6.736,1.0691
NW13,MAT-100598,RM-COIL-HC276,8.833,1.0475
NW13,MAT-100601,RM-COIL-NI,5.22,1.0516
NW13,MAT-100608,RM-COIL-AL,4.141,1.0445
NW13,MAT-100611,RM-COIL-TI,11.849,1.0856
NW13,MAT-100612,RM-COIL-AL,5.352,1.0435
NW13,MAT-100615,RM-COIL-TI,5.791,1.0706
NW13,MAT-100618,RM-COIL-SS304,8.916,1.0384
NW13,MAT-100622,RM-COIL-NI,5.835,1.0506
NW13,MAT-100642,RM-COIL-HC276,9.292,1.0578
NW13,MAT-100659,RM-COIL-HC276,17.466,1.0761
NW13,MAT-100662,RM-COIL-HC276,7.097,1.0445
NW13,MAT-100662,RM-COIL-SS316,7.773,1.0547
NW13,MAT-100664,RM-COIL-TI,10.631,1.069
NW13,MAT-100666,RM-COIL-NI,9.764,1.0486
NW13,MAT-100669,RM-COIL-NI,6.74,1.0393
NW13,MAT-100671,RM-COIL-SS304,13.152,1.0547
NW13,MAT-100675,RM-COIL-TI,6.463,1.0794
NW13,MAT-100675,RM-COIL-NI,6.616,1.077
NW13,MAT-100681,RM-COIL-NI,5.411,1.0812
NW13,MAT-100682,RM-COIL-AL,4.345,1.0465
NW13,MAT-100687,RM-COIL-SS304,6.945,1.0483
NW13,MAT-100687,RM-COIL-TI,6.386,1.0363
NW13,MAT-100688,RM-COIL-TI,9.699,1.0753
NW13,MAT-100690,RM-COIL-SS304,8.45,1.072
NW13,MAT-100690,RM-COIL-TI,7.94,1.0191
NW13,MAT-100694,RM-COIL-TI,4.627,1.0292
NW13,MAT-100700,RM-COIL-SS316,13.426,1.0311
NW13,MAT-100700,RM-COIL-TI,10.78,1.0372
NW13,MAT-100701,RM-COIL-NI,11.362,1.0556
NW13,MAT-100703,RM-COIL-NI,9.108,1.0465
NW13,MAT-100715,RM-COIL-AL,6.585,1.0462
NW13,MAT-100715,RM-COIL-NI,8.027,1.0555
NW13,MAT-100725,RM-COIL-SS304,13.839,1.0804
NW13,MAT-100733,RM-COIL-AL,4.957,1.0523
NW13,MAT-100735,RM-COIL-SS316,8.4,1.0496
NW13,MAT-100737,RM-COIL-AL,7.545,1.0434
NW13,MAT-100741,RM-COIL-SS304,7.369,1.0547
NW13,MAT-100741,RM-COIL-TI,5.958,1.0394
NW13,MAT-100743,RM-COIL-NI,11.8,1.0424
NW13,MAT-100743,RM-COIL-AL,9.266,1.0312
NW13,MAT-100745,RM-COIL-TI,6.347,1.0475
NW13,MAT-100746,RM-COIL-SS304,7.941,1.0433
NW13,MAT-100753,RM-COIL-SS304,6.17,1.0731
NW13,MAT-100755,RM-COIL-TI,9.301,1.0728
NW13,MAT-100760,RM-COIL-SS304,11.461,1.0312
NW13,MAT-100772,RM-COIL-SS304,10.222,1.0465
NW13,MAT-100780,RM-COIL-SS316,6.309,1.0455
NW13,MAT-100791,RM-COIL-AL,8.623,1.0709
NW13,MAT-100791,RM-COIL-HC276,12.148,1.0261
NW13,MAT-100792,RM-COIL-TI,5.532,1.0465
NW13,MAT-100793,RM-COIL-HC276,6.944,1.0262
NW13,MAT-100793,RM-COIL-SS316,8.505,1.0545
NW13,MAT-100794,RM-COIL-TI,5.931,1.0627
NW13,MAT-100795,RM-COIL-NI,7.161,1.0588
NW13,MAT-100796,RM-COIL-HC276,15.395,1.0413
NW13,MAT-100800,RM-COIL-AL,5.847,1.0558
NW13,MAT-100800,RM-COIL-TI,5.137,1.0353
NW13,MAT-100817,RM-COIL-HC276,7.495,1.0659
NW13,MAT-100824,RM-COIL-SS316,6.186,1.0514
NW13,MAT-100829,RM-COIL-HC276,8.952,1.069
NW13,MAT-100834,RM-COIL-HC276,10.222,1.0771
NW13,MAT-100839,RM-COIL-SS304,12.96,1.0333
NW13,MAT-100839,RM-COIL-SS316,11.85,1.0251
NW13,MAT-100841,RM-COIL-SS304,7.046,1.0455
NW13,MAT-100844,RM-COIL-SS304,12.2,1.0342
NW13,MAT-100844,RM-COIL-AL,7.819,1.0373
NW13,MAT-100845,RM-COIL-NI,9.856,1.0781
NW13,MAT-100849,RM-COIL-HC276,7.831,1.0495
NW13,MAT-100855,RM-COIL-NI,6.961,1.0332
NW13,MAT-100855,RM-COIL-SS304,6.379,1.0553
NW13,MAT-100865,RM-COIL-SS304,6.186,1.0383
NW13,MAT-100868,RM-COIL-NI,13.33,1.0634
NW13,MAT-100870,RM-COIL-SS316,11.041,1.0262
NW13,MAT-100872,RM-COIL-AL,4.325,1.0272
NW13,MAT-100873,RM-COIL-AL,4.156,1.0443
NW13,MAT-100874,RM-COIL-TI,5.888,1.0384
NW13,MAT-100878,RM-COIL-NI,7.281,1.0719
NW13,MAT-100892,RM-COIL-SS304,11.155,1.0452
NW13,MAT-100894,RM-COIL-SS304,8.819,1.0557
NW13,MAT-100895,RM-COIL-SS316,11.835,1.0709
NW13,MAT-100902,RM-COIL-AL,5.453,1.0424
NW13,MAT-100902,RM-COIL-NI,5.793,1.0568
NW13,MAT-100911,RM-COIL-HC276,11.843,1.0181
NW13,MAT-100911,RM-COIL-AL,7.63,1.0352
NW13,MAT-100913,RM-COIL-AL,5.566,1.0877
NW13,MAT-100915,RM-COIL-AL,4.644,1.0701
NW13,MAT-100917,RM-COIL-SS316,15.276,1.0444
NW13,MAT-100918,RM-COIL-HC276,12.987,1.0773
NW13,MAT-100921,RM-COIL-SS316,7.734,1.0624
NW13,MAT-100923,RM-COIL-SS316,14.67,1.0554
NW13,MAT-100926,RM-COIL-SS316,7.523,1.0547
NW13,MAT-100928,RM-COIL-NI,10.126,1.0282
NW13,MAT-100932,RM-COIL-TI,5.981,1.0644
NW13,MAT-100936,RM-COIL-AL,5.522,1.0698
NW13,MAT-100937,RM-COIL-SS316,6.961,1.0181
NW13,MAT-100942,RM-COIL-TI,8.632,1.0762
NW13,MAT-100948,RM-COIL-AL,5.042,1.0393
NW13,MAT-100949,RM-COIL-SS304,7.939,1.0707
NW13,MAT-100951,RM-COIL-SS304,8.218,1.0588
NW13,MAT-100957,RM-COIL-AL,4.971,1.0649
NW13,MAT-100957,RM-COIL-TI,6.033,1.0241
NW13,MAT-100961,RM-COIL-TI,5.355,1.0424
NW13,MAT-100963,RM-COIL-SS304,7.55,1.0211
NW13,MAT-100971,RM-COIL-NI,13.024,1.0729
NW13,MAT-100986,RM-COIL-TI,6.621,1.0669
NW13,MAT-100990,RM-COIL-NI,7.947,1.0668
NW13,MAT-100992,RM-COIL-AL,4.493,1.0792
NW13,MAT-100997,RM-COIL-AL,4.483,1.0656
NW13,MAT-101005,RM-COIL-HC276,9.081,1.0493
NW13,MAT-101012,RM-COIL-HC276,16.258,1.0537
NW13,MAT-101013,RM-COIL-NI,10.361,1.0495
NW13,MAT-101014,RM-COIL-NI,8.754,1.0414
NW13,MAT-101017,RM-COIL-SS316,6.353,1.0181
NW13,MAT-101017,RM-COIL-SS304,5.619,1.0537
NW13,MAT-101025,RM-COIL-SS316,12.701,1.0445
NW13,MAT-101041,RM-COIL-TI,6.183,1.0732
NW13,MAT-101045,RM-COIL-NI,5.833,1.0434
NW13,MAT-101045,RM-COIL-SS304,6.569,1.0231
NW13,MAT-101048,RM-COIL-AL,10.427,1.0563
NW13,MAT-101049,RM-COIL-TI,12.009,1.0644
NW13,MAT-101050,RM-COIL-TI,7.184,1.0655
NW13,MAT-101054,RM-COIL-SS316,6.619,1.0557
NW13,MAT-101061,RM-COIL-AL,9.565,1.0444
NW13,MAT-101061,RM-COIL-NI,9.502,1.0322
NW13,MAT-101070,RM-COIL-AL,5.91,1.0322
NW13,MAT-101083,RM-COIL-NI,5.647,1.0312
NW13,MAT-101089,RM-COIL-SS316,7.259,1.0465
NW13,MAT-101096,RM-COIL-NI,10.524,1.0363
NW13,MAT-101097,RM-COIL-HC276,12.902,1.064
NW13,MAT-101107,RM-COIL-HC276,9.169,1.0537
NW13,MAT-101108,RM-COIL-HC276,16.688,1.0534
NW13,MAT-101125,RM-COIL-SS316,6.326,1.0669
NW13,MAT-101126,RM-COIL-SS304,7.961,1.0739
NW13,MAT-101126,RM-COIL-SS316,8.6,1.0476
NW13,MAT-101132,RM-COIL-NI,9.53,1.0761
NW13,MAT-101133,RM-COIL-SS304,14.433,1.0414
NW13,MAT-101133,RM-COIL-SS316,10.881,1.0343
NW13,MAT-101135,RM-COIL-HC276,12.115,1.0792
NW13,MAT-101135,RM-COIL-SS304,8.129,1.0404
NW13,MAT-101137,RM-COIL-NI,6.298,1.0505
NW13,MAT-101144,RM-COIL-TI,8.829,1.0751
NW13,MAT-101148,RM-COIL-TI,4.703,1.0658
NW13,MAT-101156,RM-COIL-TI,9.831,1.0695
NW13,MAT-101157,RM-COIL-NI,12.434,1.0886
NW13,MAT-101162,RM-COIL-AL,4.309,1.0596
NW13,MAT-101162,RM-COIL-TI,5.497,1.0599
NW13,MAT-101165,RM-COIL-AL,4.904,1.0231
NW13,MAT-101168,RM-COIL-HC276,13.994,1.0856
NW13,MAT-101172,RM-COIL-HC276,8.799,1.0643
NW13,MAT-101174,RM-COIL-HC276,7.096,1.0576
NW13,MAT-101175,RM-COIL-NI,12.093,1.0434
NW13,MAT-101175,RM-COIL-HC276,13.574,1.0444
NW13,MAT-101178,RM-COIL-AL,4.262,1.0332
NW13,MAT-101179,RM-COIL-SS304,6.473,1.0833
NW13,MAT-101179,RM-COIL-SS316,6.998,1.0585
NW13,MAT-101181,RM-COIL-AL,7.82,1.0563
NW13,MAT-101193,RM-COIL-SS304,9.903,1.0231
NW13,MAT-101194,RM-COIL-SS304,9.723,1.0669
NW13,MAT-101196,RM-COIL-TI,6.549,1.0782
NW13,MAT-101196,RM-COIL-AL,4.996,1.0526
NW13,MAT-101202,RM-COIL-SS316,7.99,1.0609
NW13,MAT-101210,RM-COIL-SS304,5.648,1.0484
NW13,MAT-101213,RM-COIL-NI,5.689,1.0678
NW13,MAT-101215,RM-COIL-SS304,6.949,1.0584
NW13,MAT-101217,RM-COIL-SS316,16.113,1.0597
NW13,MAT-101218,RM-COIL-SS304,7.443,1.0353
NW13,MAT-101226,RM-COIL-SS304,6.531,1.0644
NW13,MAT-101230,RM-COIL-AL,7.552,1.0846
NW13,MAT-101242,RM-COIL-TI,6.745,1.0681
NW13,MAT-101243,RM-COIL-AL,7.977,1.0814
NW13,MAT-101252,RM-COIL-SS316,11.856,1.0312
NW13,MAT-101252,RM-COIL-SS304,12.526,1.0231
NW13,MAT-101255,RM-COIL-HC276,8.738,1.0413
NW13,MAT-101257,RM-COIL-SS316,6.423,1.064
NW13,MAT-101258,RM-COIL-TI,5.101,1.0211
NW13,MAT-101264,RM-COIL-NI,11.301,1.0608
NW13,MAT-101266,RM-COIL-NI,9.5,1.0659
NW13,MAT-101278,RM-COIL-SS316,9.529,1.0413
NW13,MAT-101278,RM-COIL-TI,7.736,1.0516
NW13,MAT-101284,RM-COIL-TI,4.895,1.0721
NW13,MAT-101284,RM-COIL-SS304,6.231,1.0557
NW13,MAT-101286,RM-COIL-AL,5.101,1.0332
NW13,MAT-101286,RM-COIL-TI,6.47,1.0814
NW13,MAT-101291,RM-COIL-NI,6.925,1.0424
NW13,MAT-101292,RM-COIL-SS316,7.145,1.0762
NW13,MAT-101294,RM-COIL-SS304,7.592,1.0404
NW13,MAT-101300,RM-COIL-SS304,12.1,1.0373
NW13,MAT-101301,RM-COIL-AL,9.842,1.0515
NW13,MAT-101301,RM-COIL-TI,11.95,1.0845
NW13,MAT-101307,RM-COIL-SS316,12.688,1.0516
NW13,MAT-101308,RM-COIL-AL,5.887,1.0658
NW13,MAT-101309,RM-COIL-HC276,6.959,1.0813
NW13,MAT-101310,RM-COIL-HC276,9.201,1.0636
NW13,MAT-101311,RM-COIL-HC276,7.687,1.074
NW13,MAT-101311,RM-COIL-TI,5.168,1.0897
NW13,MAT-101315,RM-COIL-SS304,8.841,1.0414
NW13,MAT-101322,RM-COIL-SS316,7.746,1.0424
NW13,MAT-101324,RM-COIL-HC276,16.038,1.0547
NW13,MAT-101335,RM-COIL-SS316,8.083,1.0655
NW13,MAT-101338,RM-COIL-TI,6.61,1.0732
NW13,MAT-101344,RM-COIL-TI,5.308,1.0302
NW13,MAT-101347,RM-COIL-SS316,6.492,1.0527
NW13,MAT-101352,RM-COIL-SS316,7.939,1.0772
NW13,MAT-101359,RM-COIL-TI,6.401,1.0434
NW13,MAT-101362,RM-COIL-SS316,8.791,1.0475
NW13,MAT-101367,RM-COIL-HC276,13.993,1.0332
NW13,MAT-101372,RM-COIL-TI,10.363,1.0486
NW13,MAT-101374,RM-COIL-NI,6.81,1.0262
NW13,MAT-101377,RM-COIL-AL,4.651,1.0302
NW13,MAT-101382,RM-COIL-SS316,8.029,1.0423
NW13,MAT-101402,RM-COIL-AL,4.82,1.0575
NW13,MAT-101402,RM-COIL-SS304,8.246,1.0647
NW13,MAT-101403,RM-COIL-AL,10.452,1.0701
NW13,MAT-101407,RM-COIL-NI,7.501,1.0681
NW13,MAT-101407,RM-COIL-HC276,7.672,1.0394
NW13,MAT-101408,RM-COIL-NI,13.542,1.0803
NW13,MAT-101410,RM-COIL-NI,8.806,1.0783
NW13,MAT-101410,RM-COIL-SS304,7.734,1.0363
NW13,MAT-101413,RM-COIL-SS304,7.059,1.0712
NW13,MAT-101413,RM-COIL-HC276,8.611,1.0474
NW13,MAT-101416,RM-COIL-TI,6.696,1.068
NW13,MAT-101416,RM-COIL-SS316,6.636,1.0494
NW13,MAT-101418,RM-COIL-SS316,6.265,1.0644
NW13,MAT-101433,RM-COIL-SS316,14.303,1.0486
NW13,MAT-101436,RM-COIL-HC276,8.011,1.0721
NW13,MAT-101438,RM-COIL-AL,4.911,1.0803
NW13,MAT-101442,RM-COIL-AL,5.502,1.0476
NW13,MAT-101442,RM-COIL-SS304,7.419,1.0414
NW13,MAT-101446,RM-COIL-SS316,9.273,1.0665
NW13,MAT-101449,RM-COIL-TI,4.745,1.0664
NW13,MAT-101450,RM-COIL-AL,4.761,1.0731
NW13,MAT-101454,RM-COIL-TI,4.734,1.0609
