plant,material,stock_qty,atp_qty,in_transit_qty,safety_stock_qty,inventory_snapshot_date
NW13,MAT-100153,5963,3255,2780,860,2026.04.03
NW13,MAT-100154,10436,5688,2255,549,2026.04.03
NW13,MAT-100155,5126,2706,3044,949,2026.04.03
NW13,MAT-100166,10059,6980,81,628,2026.04.03
NW13,MAT-100171,2748,2348,49,826,2026.04.03
NW13,MAT-100177,10689,8052,2804,486,2026.04.03
NW13,MAT-100180,5497,3807,170,869,2026.04.03
NW13,MAT-100184,9660,7424,1534,546,2026.04.03
NW13,MAT-100187,9396,6389,2345,664,2026.04.03
NW13,MAT-100191,3040,2628,181,293,2026.04.03
NW13,MAT-100200,4069,3662,416,59,2026.04.03
NW13,MAT-100203,675,490,264,271,2026.04.03
NW13,MAT-100204,3922,3389,352,158,2026.04.03
NW13,MAT-100205,2965,1920,710,447,2026.04.03
NW13,MAT-100208,184,169,980,687,2026.04.03
NW13,MAT-100213,1093,811,2696,172,2026.04.03
NW13,MAT-100217,9511,5027,2462,197,2026.04.03
NW13,MAT-100224,3334,2513,3134,903,2026.04.03
NW13,MAT-100232,6771,3565,861,296,2026.04.03
NW13,MAT-100245,658,336,2113,423,2026.04.03
NW13,MAT-100246,11862,9586,2648,185,2026.04.03
NW13,MAT-100251,19,18,3386,538,2026.04.03
NW13,MAT-100263,2337,1345,691,1016,2026.04.03
NW13,MAT-100264,10847,8251,2410,1000,2026.04.03
NW13,MAT-100270,10525,9244,2116,153,2026.04.03
NW13,MAT-100272,1008,758,2447,919,2026.04.03
NW13,MAT-100273,2548,1515,1452,710,2026.04.03
NW13,MAT-100277,10192,8599,49,336,2026.04.03
NW13,MAT-100282,87,52,551,938,2026.04.03
NW13,MAT-100285,10949,7319,308,427,2026.04.03
NW13,MAT-100287,6278,5741,2845,686,2026.04.03
NW13,MAT-100291,2372,2173,1065,333,2026.04.03
NW13,MAT-100296,3447,2246,568,764,2026.04.03
NW13,MAT-100303,5569,4399,1607,696,2026.04.03
NW13,MAT-100309,11626,9312,1922,308,2026.04.03
NW13,MAT-100317,11926,9508,2904,845,2026.04.03
NW13,MAT-100318,3905,2464,2157,776,2026.04.03
NW13,MAT-100320,1700,1440,2614,862,2026.04.03
NW13,MAT-100324,5788,3660,2522,401,2026.04.03
NW13,MAT-100325,5372,3646,3225,232,2026.04.03
NW13,MAT-100331,2763,1677,3364,399,2026.04.03
NW13,MAT-100337,7339,5702,638,451,2026.04.03
NW13,MAT-100348,11197,7146,3410,900,2026.04.03
NW13,MAT-100351,6032,3598,595,587,2026.04.03
NW13,MAT-100358,8885,8104,2426,643,2026.04.03
NW13,MAT-100360,1097,589,316,1184,2026.04.03
NW13,MAT-100361,1611,1491,1341,995,2026.04.03
NW13,MAT-100380,2215,1920,2144,538,2026.04.03
NW13,MAT-100386,364,244,1016,1102,2026.04.03
NW13,MAT-100391,10009,5703,1311,283,2026.04.03
NW13,MAT-100396,7411,3810,2432,513,2026.04.03
NW13,MAT-100404,139,72,1468,657,2026.04.03
NW13,MAT-100409,1864,1284,1398,526,2026.04.03
NW13,MAT-100413,6862,5305,1590,591,2026.04.03
NW13,MAT-100415,2045,1842,356,54,2026.04.03
NW13,MAT-100419,7227,4131,1581,493,2026.04.03
NW13,MAT-100421,2334,1718,2431,582,2026.04.03
NW13,MAT-100425,10546,8358,1760,781,2026.04.03
NW13,MAT-100427,4047,3823,1250,1052,2026.04.03
NW13,MAT-100428,7006,5804,1693,653,2026.04.03
NW13,MAT-100431,6015,4547,2044,168,2026.04.03
NW13,MAT-100439,6640,4445,503,439,2026.04.03
NW13,MAT-100440,3180,2144,2278,943,2026.04.03
NW13,MAT-100445,5953,5312,99,405,2026.04.03
NW13,MAT-100446,2750,2445,2882,970,2026.04.03
NW13,MAT-100454,12000,6251,546,341,2026.04.03
NW13,MAT-100459,7734,6374,737,237,2026.04.03
NW13,MAT-100466,6197,5656,1767,75,2026.04.03
NW13,MAT-100467,6488,3350,3165,289,2026.04.03
NW13,MAT-100469,5846,3264,1208,218,2026.04.03
NW13,MAT-100470,6111,4767,1848,130,2026.04.03
NW13,MAT-100478,5546,3930,2381,968,2026.04.03
NW13,MAT-100485,10662,9514,1704,1144,2026.04.03
NW13,MAT-100487,2142,1487,421,367,2026.04.03
NW13,MAT-100490,973,566,3056,1157,2026.04.03
NW13,MAT-100491,8769,7534,1376,162,2026.04.03
NW13,MAT-100504,5147,3075,204,148,2026.04.03
NW13,MAT-100505,9120,8655,1870,1004,2026.04.03
NW13,MAT-100512,11066,7639,1293,730,2026.04.03
NW13,MAT-100517,6759,6084,153,542,2026.04.03
NW13,MAT-100520,7113,5083,3331,595,2026.04.03
NW13,MAT-100528,3255,1700,2655,798,2026.04.03
NW13,MAT-100530,3317,1901,432,575,2026.04.03
NW13,MAT-100532,4820,2413,882,490,2026.04.03
NW13,MAT-100536,48,42,998,1092,2026.04.03
NW13,MAT-100543,11612,8876,3288,338,2026.04.03
NW13,MAT-100544,10309,5995,1360,97,2026.04.03
NW13,MAT-100546,7466,4839,1082,846,2026.04.03
NW13,MAT-100551,7479,6634,2457,685,2026.04.03
NW13,MAT-100555,11575,6716,3478,1124,2026.04.03
NW13,MAT-100556,7613,7199,169,800,2026.04.03
NW13,MAT-100561,10926,10214,836,1043,2026.04.03
NW13,MAT-100566,5028,3812,1050,1179,2026.04.03
NW13,MAT-100572,5263,4139,609,240,2026.04.03
NW13,MAT-100573,5973,5166,2765,523,2026.04.03
NW13,MAT-100574,8995,6846,1618,117,2026.04.03
NW13,MAT-100576,10136,7457,2674,736,2026.04.03
NW13,MAT-100577,10014,8959,2120,378,2026.04.03
NW13,MAT-100580,736,593,1530,1187,2026.04.03
NW13,MAT-100582,101,83,470,388,2026.04.03
NW13,MAT-100589,45,26,1062,108,2026.04.03
NW13,MAT-100597,7708,6571,1732,964,2026.04.03
NW13,MAT-100598,5134,3714,3021,55,2026.04.03
NW13,MAT-100601,7106,3927,73,551,2026.04.03
NW13,MAT-100608,7877,5147,1551,331,2026.04.03
NW13,MAT-100611,7483,4217,2470,1172,2026.04.03
NW13,MAT-100612,11897,9051,866,1069,2026.04.03
NW13,MAT-100615,7732,5125,2245,786,2026.04.03
NW13,MAT-100618,4322,3779,937,896,2026.04.03
NW13,MAT-100622,7032,6424,3460,359,2026.04.03
NW13,MAT-100642,4102,3089,2303,237,2026.04.03
NW13,MAT-100659,1855,1573,538,1045,2026.04.03
NW13,MAT-100662,10296,5877,661,1032,2026.04.03
NW13,MAT-100664,5196,4383,1929,643,2026.04.03
NW13,MAT-100666,7531,5883,3410,91,2026.04.03
NW13,MAT-100669,7721,6123,2869,110,2026.04.03
NW13,MAT-100671,4146,2207,2566,664,2026.04.03
NW13,MAT-100675,7647,6439,1079,600,2026.04.03
NW13,MAT-100681,10618,9130,1220,138,2026.04.03
NW13,MAT-100682,4916,3199,698,1149,2026.04.03
NW13,MAT-100687,4706,4457,1496,509,2026.04.03
NW13,MAT-100688,2214,1714,1777,634,2026.04.03
NW13,MAT-100690,1379,964,2985,217,2026.04.03
NW13,MAT-100694,11833,6075,1814,363,2026.04.03
NW13,MAT-100700,4410,3525,1048,409,2026.04.03
NW13,MAT-100701,1791,1267,1010,97,2026.04.03
NW13,MAT-100703,974,549,3181,664,2026.04.03
NW13,MAT-100715,9846,5899,1037,614,2026.04.03
NW13,MAT-100725,1955,1773,758,154,2026.04.03
NW13,MAT-100733,8371,5175,2609,404,2026.04.03
NW13,MAT-100735,841,510,784,1096,2026.04.03
NW13,MAT-100737,4146,2311,1222,1197,2026.04.03
NW13,MAT-100741,6446,4451,2736,491,2026.04.03
NW13,MAT-100743,1809,1476,1092,374,2026.04.03
NW13,MAT-100745,9553,6292,2242,156,2026.04.03
NW13,MAT-100746,11626,8183,49,334,2026.04.03
NW13,MAT-100753,3000,1650,1617,863,2026.04.03
NW13,MAT-100755,11318,7386,1299,431,2026.04.03
NW13,MAT-100760,6161,3866,452,871,2026.04.03
NW13,MAT-100772,4327,3178,1103,254,2026.04.03
NW13,MAT-100780,10643,9782,2951,752,2026.04.03
NW13,MAT-100791,9971,9167,113,882,2026.04.03
NW13,MAT-100792,3657,2497,2105,1193,2026.04.03
NW13,MAT-100793,4656,3963,2936,759,2026.04.03
NW13,MAT-100794,8320,4957,1630,999,2026.04.03
NW13,MAT-100795,5277,3084,2543,970,2026.04.03
NW13,MAT-100796,8167,7562,797,632,2026.04.03
NW13,MAT-100800,2435,1827,622,1154,2026.04.03
NW13,MAT-100817,3457,1835,2785,511,2026.04.03
NW13,MAT-100824,8279,7779,468,559,2026.04.03
NW13,MAT-100829,5742,4559,1827,448,2026.04.03
NW13,MAT-100834,1066,821,3404,447,2026.04.03
NW13,MAT-100839,1866,972,2635,685,2026.04.03
NW13,MAT-100841,8720,7216,1594,984,2026.04.03
NW13,MAT-100844,2782,1733,1706,326,2026.04.03
NW13,MAT-100845,9039,6588,999,1009,2026.04.03
NW13,MAT-100849,9826,9032,1474,305,2026.04.03
NW13,MAT-100855,1387,993,654,682,2026.04.03
NW13,MAT-100865,2495,2347,929,329,2026.04.03
NW13,MAT-100868,11110,7898,763,547,2026.04.03
NW13,MAT-100870,11967,6852,2285,982,2026.04.03
NW13,MAT-100872,969,764,397,632,2026.04.03
NW13,MAT-100873,8948,6674,2244,620,2026.04.03
NW13,MAT-100874,8383,6864,1227,1165,2026.04.03
NW13,MAT-100878,10877,7419,794,1152,2026.04.03
NW13,MAT-100892,9055,5903,585,455,2026.04.03
NW13,MAT-100894,2303,1827,2722,792,2026.04.03
NW13,MAT-100895,5501,2853,2932,493,2026.04.03
NW13,MAT-100902,6161,3544,2104,679,2026.04.03
NW13,MAT-100911,9418,5928,3331,219,2026.04.03
NW13,MAT-100913,9681,8424,2798,1087,2026.04.03
NW13,MAT-100915,10507,5341,1309,466,2026.04.03
NW13,MAT-100917,7525,6435,3315,952,2026.04.03
NW13,MAT-100918,9781,6767,2469,461,2026.04.03
NW13,MAT-100921,7427,5185,1234,514,2026.04.03
NW13,MAT-100923,3178,2952,403,1132,2026.04.03
NW13,MAT-100926,8557,4434,797,275,2026.04.03
NW13,MAT-100928,5101,4049,260,1192,2026.04.03
NW13,MAT-100932,221,181,3452,790,2026.04.03
NW13,MAT-100936,10123,8941,2629,864,2026.04.03
NW13,MAT-100937,92,80,1366,570,2026.04.03
NW13,MAT-100942,6183,4083,4,812,2026.04.03
NW13,MAT-100948,8059,6143,1437,636,2026.04.03
NW13,MAT-100949,1501,780,2475,1109,2026.04.03
NW13,MAT-100951,6919,3943,1809,358,2026.04.03
NW13,MAT-100957,4630,3203,2135,61,2026.04.03
NW13,MAT-100961,2187,1342,2674,1171,2026.04.03
NW13,MAT-100963,4974,3265,3100,1069,2026.04.03
NW13,MAT-100971,9843,9088,2650,570,2026.04.03
NW13,MAT-100986,3958,2253,2383,104,2026.04.03
NW13,MAT-100990,9052,8553,1112,577,2026.04.03
NW13,MAT-100992,9967,9009,3248,400,2026.04.03
NW13,MAT-100997,5286,3094,440,105,2026.04.03
NW13,MAT-101005,5636,5169,2765,1144,2026.04.03
NW13,MAT-101012,3717,2715,422,1058,2026.04.03
NW13,MAT-101013,2123,1279,2413,989,2026.04.03
NW13,MAT-101014,4158,2648,319,385,2026.04.03
NW13,MAT-101017,9353,7764,1125,873,2026.04.03
NW13,MAT-101025,10325,5788,3242,857,2026.04.03
NW13,MAT-101041,6600,4408,3023,1129,2026.04.03
NW13,MAT-101045,5215,3557,1681,953,2026.04.03
NW13,MAT-101048,2663,1388,2802,693,2026.04.03
NW13,MAT-101049,7368,5599,2825,663,2026.04.03
NW13,MAT-101050,2891,2208,562,700,2026.04.03
NW13,MAT-101054,249,215,1920,957,2026.04.03
NW13,MAT-101061,18,10,2925,1136,2026.04.03
NW13,MAT-101070,1294,714,1742,1027,2026.04.03
NW13,MAT-101083,9008,5967,3066,189,2026.04.03
NW13,MAT-101089,9873,8513,3011,1090,2026.04.03
NW13,MAT-101096,3238,1853,1285,1132,2026.04.03
NW13,MAT-101097,9479,5801,3047,175,2026.04.03
NW13,MAT-101107,11730,7781,183,171,2026.04.03
NW13,MAT-101108,2414,1354,1311,949,2026.04.03
NW13,MAT-101125,5068,3467,2052,244,2026.04.03
NW13,MAT-101126,8564,7017,1016,732,2026.04.03
NW13,MAT-101132,6894,4186,354,514,2026.04.03
NW13,MAT-101133,3920,2287,2381,140,2026.04.03
NW13,MAT-101135,11272,10378,3062,83,2026.04.03
NW13,MAT-101137,2737,1838,516,1187,2026.04.03
NW13,MAT-101144,1808,1152,2205,780,2026.04.03
NW13,MAT-101148,7398,6462,458,711,2026.04.03
NW13,MAT-101156,10657,7511,2630,1189,2026.04.03
NW13,MAT-101157,2043,1362,625,714,2026.04.03
NW13,MAT-101162,1105,985,829,582,2026.04.03
NW13,MAT-101165,3507,2061,3473,941,2026.04.03
NW13,MAT-101168,900,791,28,1141,2026.04.03
NW13,MAT-101172,7202,5393,1468,718,2026.04.03
NW13,MAT-101174,9796,6367,656,90,2026.04.03
NW13,MAT-101175,8130,5057,174,529,2026.04.03
NW13,MAT-101178,4686,2453,2748,644,2026.04.03
NW13,MAT-101179,3913,2078,1476,639,2026.04.03
NW13,MAT-101181,9187,8126,675,938,2026.04.03
NW13,MAT-101193,10281,5975,3086,735,2026.04.03
NW13,MAT-101194,10796,9297,1487,670,2026.04.03
NW13,MAT-101196,9252,5946,463,673,2026.04.03
NW13,MAT-101202,11889,11010,369,666,2026.04.03
NW13,MAT-101210,8422,6238,2734,121,2026.04.03
NW13,MAT-101213,9105,6804,519,548,2026.04.03
NW13,MAT-101215,9589,8888,1849,906,2026.04.03
NW13,MAT-101217,11402,7164,2592,531,2026.04.03
NW13,MAT-101218,8124,6648,2137,112,2026.04.03
NW13,MAT-101226,5420,4066,643,1028,2026.04.03
NW13,MAT-101230,1287,1220,3322,621,2026.04.03
NW13,MAT-101242,4407,2372,882,1108,2026.04.03
NW13,MAT-101243,10550,9054,709,781,2026.04.03
NW13,MAT-101252,1549,1318,646,266,2026.04.03
NW13,MAT-101255,773,526,1073,1137,2026.04.03
NW13,MAT-101257,10930,6653,980,321,2026.04.03
NW13,MAT-101258,1848,1660,292,350,2026.04.03
NW13,MAT-101264,4688,2700,2388,744,2026.04.03
NW13,MAT-101266,6195,5505,2782,379,2026.04.03
NW13,MAT-101278,10075,7052,136,874,2026.04.03
NW13,MAT-101284,5900,3259,1758,205,2026.04.03
NW13,MAT-101286,10401,8678,571,768,2026.04.03
NW13,MAT-101291,7721,6944,854,393,2026.04.03
NW13,MAT-101292,5802,3006,1433,438,2026.04.03
NW13,MAT-101294,5826,5178,1547,771,2026.04.03
NW13,MAT-101300,5305,4869,2429,194,2026.04.03
NW13,MAT-101301,10765,9464,1885,135,2026.04.03
NW13,MAT-101307,5009,4510,261,308,2026.04.03
NW13,MAT-101308,3608,3053,2398,812,2026.04.03
NW13,MAT-101309,3453,2550,3331,1065,2026.04.03
NW13,MAT-101310,1083,658,369,379,2026.04.03
NW13,MAT-101311,9120,4820,911,900,2026.04.03
NW13,MAT-101315,5363,4495,2824,840,2026.04.03
NW13,MAT-101322,2669,1672,1739,884,2026.04.03
NW13,MAT-101324,2840,2065,2180,418,2026.04.03
NW13,MAT-101335,2596,1483,59,546,2026.04.03
NW13,MAT-101338,5760,4906,2715,216,2026.04.03
NW13,MAT-101344,9159,8005,2891,279,2026.04.03
NW13,MAT-101347,821,642,2399,314,2026.04.03
NW13,MAT-101352,3295,1813,2902,125,2026.04.03
NW13,MAT-101359,10136,7649,3328,1001,2026.04.03
NW13,MAT-101362,2283,2038,1810,1068,2026.04.03
NW13,MAT-101367,5225,4953,581,1032,2026.04.03
NW13,MAT-101372,4296,3525,707,139,2026.04.03
NW13,MAT-101374,10029,5942,3208,967,2026.04.03
NW13,MAT-101377,5373,3097,3315,356,2026.04.03
NW13,MAT-101382,10611,7573,675,1024,2026.04.03
NW13,MAT-101402,9302,5224,2083,1136,2026.04.03
NW13,MAT-101403,4905,3019,2502,665,2026.04.03
NW13,MAT-101407,6933,4787,876,780,2026.04.03
NW13,MAT-101408,7746,3927,746,295,2026.04.03
NW13,MAT-101410,2210,1683,315,673,2026.04.03
NW13,MAT-101413,4674,2367,1123,109,2026.04.03
NW13,MAT-101416,7130,3640,1307,519,2026.04.03
NW13,MAT-101418,9259,4728,1718,1053,2026.04.03
NW13,MAT-101433,4442,3436,1348,113,2026.04.03
NW13,MAT-101436,6669,4633,3379,1031,2026.04.03
NW13,MAT-101438,259,187,1659,511,2026.04.03
NW13,MAT-101442,123,90,86,1085,2026.04.03
NW13,MAT-101446,8099,5020,2516,464,2026.04.03
NW13,MAT-101449,4638,2945,2078,758,2026.04.03
NW13,MAT-101450,1481,1294,810,1188,2026.04.03
NW13,MAT-101454,5879,4252,1227,456,2026.04.03
NW13,MAT-101460,6041,5203,575,472,2026.04.03
NW13,MAT-101466,6348,4278,1603,296,2026.04.03
NW13,MAT-101474,2766,1505,1771,181,2026.04.03
NW13,MAT-101476,3598,2778,3230,71,2026.04.03
NW13,MAT-101477,10304,6740,2422,816,2026.04.03
NW13,MAT-101478,1784,1031,394,989,2026.04.03
NW13,MAT-101479,8685,5227,1973,758,2026.04.03
NW13,MAT-101485,4459,4129,3169,328,2026.04.03
NW13,MAT-101488,10069,9537,103,943,2026.04.03
NW13,MAT-101491,9932,6836,2135,1034,2026.04.03
NW13,MAT-101494,4907,2841,3196,352,2026.04.03
NW13,MAT-101499,9135,6523,1455,1009,2026.04.03
NW13,MAT-200000,6593,5145,1511,634,2026.04.03
NW13,MAT-200001,4652,4313,1829,361,2026.04.03
NW13,MAT-200002,3151,2968,1907,734,2026.04.03
NW13,MAT-200003,8098,4740,1359,188,2026.04.03
NW13,MAT-200010,406,352,40,1185,2026.04.03
NW13,MAT-200016,2101,1665,2307,813,2026.04.03
NW13,MAT-200017,7617,5140,2224,101,2026.04.03
NW13,MAT-200021,3622,2439,2448,1035,2026.04.03
NW13,MAT-200024,9755,8471,1569,1046,2026.04.03
NW13,MAT-200026,11341,5919,2879,474,2026.04.03
NW13,MAT-200034,4574,4258,866,236,2026.04.03
NW13,MAT-200043,3453,2910,930,1139,2026.04.03
NW13,MAT-200044,6591,3313,100,908,2026.04.03
NW13,MAT-200046,2014,1130,1867,1124,2026.04.03
NW13,MAT-200049,3305,1806,2609,919,2026.04.03
NW13,MAT-200057,4343,2595,2018,396,2026.04.03
NW13,MAT-200060,8237,5190,3132,957,2026.04.03
NW13,MAT-200067,281,198,2220,1046,2026.04.03
NW13,MAT-200075,2786,2302,1613,460,2026.04.03
NW13,MAT-200076,1418,984,1294,188,2026.04.03
NW13,MAT-200084,6975,5868,534,223,2026.04.03
NW13,MAT-200086,11265,7288,62,410,2026.04.03
NW13,MAT-200088,2028,1352,1484,622,2026.04.03
NW13,MAT-200107,8779,6744,2899,499,2026.04.03
NW13,MAT-200115,9039,4857,3043,1163,2026.04.03
NW13,MAT-200117,4038,3028,749,840,2026.04.03
NW13,MAT-200123,6444,5074,2467,217,2026.04.03
NW13,MAT-200125,6489,5738,1519,935,2026.04.03
NW13,MAT-200146,11185,6407,3069,860,2026.04.03
NW13,MAT-200148,1585,968,539,296,2026.04.03
NW13,MAT-200150,4015,3167,2850,188,2026.04.03
NW13,MAT-200153,7343,3859,3054,359,2026.04.03
NW13,MAT-200154,1066,954,1371,636,2026.04.03
NW13,MAT-200155,2222,1150,3472,571,2026.04.03
NW13,MAT-200171,9186,6943,19,423,2026.04.03
NW13,MAT-200179,5817,4718,840,521,2026.04.03
NW13,MAT-200186,644,397,75,1143,2026.04.03
NW13,MAT-200189,357,225,274,363,2026.04.03
NW13,MAT-200206,2738,1930,3263,278,2026.04.03
NW13,MAT-200214,4825,3012,3400,350,2026.04.03
NW13,MAT-200229,10853,9020,2455,192,2026.04.03
NW13,MAT-200233,10136,5905,1554,120,2026.04.03
NW13,MAT-200237,8231,5472,2326,423,2026.04.03
NW13,MAT-200242,6291,5593,3437,95,2026.04.03
NW13,MAT-200244,2749,2398,1115,666,2026.04.03
NW13,MAT-200246,7414,4187,619,1148,2026.04.03
NW13,MAT-200247,5427,4882,2463,291,2026.04.03
NW13,MAT-200256,9019,5187,2549,550,2026.04.03
NW13,MAT-200264,7961,6735,3470,342,2026.04.03
NW13,MAT-200267,7957,6683,906,633,2026.04.03
NW13,MAT-200272,3392,2352,1675,796,2026.04.03
NW13,MAT-200281,4327,2371,1660,308,2026.04.03
NW13,MAT-200284,6092,4705,2968,283,2026.04.03
NW13,MAT-200286,500,335,2477,739,2026.04.03
NW13,MAT-200296,5508,3633,589,126,2026.04.03
NW13,MAT-200298,7242,4879,785,588,2026.04.03
NW13,MAT-200308,6917,6328,617,825,2026.04.03
NW13,MAT-200312,8185,5494,755,492,2026.04.03
NW13,MAT-200317,7463,4820,1875,732,2026.04.03
NW13,MAT-200326,3123,2648,953,65,2026.04.03
NW13,MAT-200327,8547,5410,3335,765,2026.04.03
NW13,MAT-200328,1058,650,1733,1023,2026.04.03
NW13,MAT-200332,2502,2047,3263,246,2026.04.03
NW13,MAT-200333,3742,3096,2626,235,2026.04.03
NW13,MAT-200338,11075,10518,2029,773,2026.04.03
NW13,MAT-200344,4263,2321,3467,1132,2026.04.03
NW13,MAT-200345,2970,1594,2578,855,2026.04.03
NW13,MAT-200346,7365,6609,2197,1037,2026.04.03
NW13,MAT-200349,10724,7660,2060,1176,2026.04.03
NW13,MAT-200351,9208,7625,2520,123,2026.04.03
NW13,MAT-200355,5325,4835,2211,535,2026.04.03
NW13,MAT-200357,11399,10150,2750,80,2026.04.03
NW13,MAT-200359,9165,5073,1291,960,2026.04.03
NW13,MAT-200362,11460,10316,2064,925,2026.04.03
NW13,MAT-200363,2026,1139,790,717,2026.04.03
NW13,MAT-200366,3088,2060,2283,862,2026.04.03
NW13,MAT-200374,7748,6279,2182,464,2026.04.03
NW13,MAT-200386,1961,1213,2717,187,2026.04.03
NW13,MAT-200388,2273,1186,619,1199,2026.04.03
NW13,MAT-200390,2615,1467,1691,330,2026.04.03
NW13,MAT-200391,4246,3823,807,816,2026.04.03
NW13,MAT-200393,11168,5914,2632,210,2026.04.03
NW13,MAT-200394,5592,4521,1246,832,2026.04.03
NW13,MAT-200415,2136,2004,2609,496,2026.04.03
NW13,MAT-200418,7859,6838,1078,1136,2026.04.03
NW13,MAT-200420,10367,9294,2755,1139,2026.04.03
NW13,MAT-200421,2252,1423,78,348,2026.04.03
NW13,MAT-200428,6052,5196,3468,627,2026.04.03
NW13,MAT-200433,10161,5637,2555,972,2026.04.03
NW13,MAT-200436,11819,10825,512,153,2026.04.03
NW13,MAT-200443,3130,2591,1511,115,2026.04.03
NW13,MAT-200447,3976,2276,1288,1199,2026.04.03
NW13,MAT-200453,450,347,1713,823,2026.04.03
NW13,MAT-200455,5001,2617,2256,386,2026.04.03
NW13,MAT-200457,804,429,675,67,2026.04.03
NW13,MAT-200462,6788,3448,933,932,2026.04.03
NW13,MAT-200485,4884,2546,1529,234,2026.04.03
NW13,MAT-200496,3718,1948,2457,99,2026.04.03
NW13,MAT-200498,674,602,2196,601,2026.04.03
NW13,MAT-200500,2357,1668,784,73,2026.04.03
NW13,MAT-200512,7433,4710,3080,315,2026.04.03
NW13,MAT-200514,9741,5578,490,419,2026.04.03
NW13,MAT-200522,6753,4846,346,999,2026.04.03
NW13,MAT-200527,1235,679,811,1133,2026.04.03
NW13,MAT-200529,5900,3414,2089,962,2026.04.03
NW13,MAT-200530,4719,3713,1100,699,2026.04.03
NW13,MAT-200532,5044,4702,2648,951,2026.04.03
NW13,MAT-200543,4443,2742,2022,84,2026.04.03
NW13,MAT-200547,10765,8088,69,108,2026.04.03
NW13,MAT-200548,4447,3861,2950,1026,2026.04.03
NW13,MAT-200553,6808,5402,2696,354,2026.04.03
NW13,MAT-200564,2163,1169,2429,740,2026.04.03
NW13,MAT-200580,425,258,3426,653,2026.04.03
NW13,MAT-200582,4162,3669,1973,320,2026.04.03
NW13,MAT-200585,2228,1263,2360,553,2026.04.03
NW13,MAT-200587,7461,3892,2778,732,2026.04.03
NW13,MAT-200589,10211,5769,984,705,2026.04.03
NW13,MAT-200595,2920,2765,1372,279,2026.04.03
NW13,MAT-200598,3650,2138,509,598,2026.04.03
NW13,MAT-200603,8924,4713,1446,440,2026.04.03
NW13,MAT-200610,3549,2162,138,1043,2026.04.03
NW13,MAT-200616,1006,630,141,488,2026.04.03
NW13,MAT-200622,1080,621,1044,957,2026.04.03
NW13,MAT-200626,9080,7712,215,709,2026.04.03
NW13,MAT-200629,1050,890,591,365,2026.04.03
NW13,MAT-200634,2784,2292,3329,1080,2026.04.03
NW13,MAT-200638,8921,7916,801,112,2026.04.03
NW13,MAT-200640,6153,3157,2228,699,2026.04.03
NW13,MAT-200645,5355,4176,1396,244,2026.04.03
NW13,MAT-200651,3820,3618,2515,730,2026.04.03
NW13,MAT-200653,2900,1699,1136,1163,2026.04.03
NW13,MAT-200654,9610,8782,1714,1167,2026.04.03
NW13,MAT-200663,4744,2842,1256,521,2026.04.03
NW13,MAT-200664,10880,5704,842,881,2026.04.03
NW13,MAT-200674,2639,1534,2555,1022,2026.04.03
NW13,MAT-200676,3035,2486,397,194,2026.04.03
NW13,MAT-200678,9894,7964,865,1145,2026.04.03
NW13,MAT-200680,8817,6840,2699,757,2026.04.03
NW13,MAT-200687,7331,5170,2324,810,2026.04.03
NW13,MAT-200688,5959,3835,2613,62,2026.04.03
NW13,MAT-200701,10531,6580,719,367,2026.04.03
NW13,MAT-200702,8612,7049,1793,583,2026.04.03
NW13,MAT-200709,7066,6500,716,640,2026.04.03
NW13,MAT-200710,4339,2243,2003,979,2026.04.03
NW13,MAT-200721,890,844,3452,514,2026.04.03
NW13,MAT-200726,9307,8529,3372,645,2026.04.03
NW13,MAT-200733,1261,700,3310,916,2026.04.03
NW13,MAT-200736,7882,6869,909,277,2026.04.03
NW13,MAT-200739,830,646,2925,1102,2026.04.03
NW13,MAT-200740,9150,8409,2486,437,2026.04.03
NW13,MAT-200741,4448,2505,1168,122,2026.04.03
NW13,MAT-200743,9197,4784,2772,227,2026.04.03
NW13,MAT-200756,2302,1218,1049,432,2026.04.03
NW13,MAT-200769,8646,8094,2658,906,2026.04.03
NW13,MAT-200783,600,330,69,731,2026.04.03
NW13,MAT-200784,9997,6483,289,303,2026.04.03
NW13,MAT-200785,11071,8366,3445,426,2026.04.03
NW13,MAT-200792,1714,882,3195,1009,2026.04.03
NW13,MAT-200817,8974,6296,221,529,2026.04.03
NW13,MAT-200824,9693,8277,2993,966,2026.04.03
NW13,MAT-200828,1497,1174,2883,168,2026.04.03
NW13,MAT-200840,7613,7019,4,294,2026.04.03
NW13,MAT-200846,291,235,3258,385,2026.04.03
NW13,MAT-200849,9034,6215,428,868,2026.04.03
NW13,MAT-200857,11405,9176,2183,826,2026.04.03
NW13,MAT-200863,3953,3730,957,1029,2026.04.03
NW13,MAT-200865,9773,6152,1874,340,2026.04.03
NW13,MAT-200866,11000,9579,815,1140,2026.04.03
NW13,MAT-200867,9648,8456,885,670,2026.04.03
NW13,MAT-200868,4861,4024,1222,1171,2026.04.03
NW13,MAT-200874,685,366,2600,785,2026.04.03
NW13,MAT-200875,3866,3523,3313,496,2026.04.03
NW13,MAT-200888,258,213,1230,154,2026.04.03
NW13,MAT-200890,3198,2934,1354,1119,2026.04.03
NW13,MAT-200892,9570,5250,916,986,2026.04.03
NW14,MAT-100001,7783,6472,3371,356,2026.04.03
NW14,MAT-100006,2870,1634,2155,283,2026.04.03
NW14,MAT-100018,10622,7286,135,927,2026.04.03
NW14,MAT-100019,4247,2389,249,667,2026.04.03
